;Unnamed: 0;frequenc;isced11;sex;age;geo;TIME_PERIOD;OBS_VALUE;OBS_FLAG;frequenc_simplified
30262;30262;Every month;Less than primary, primary and lower secondary education (levels 0-2);Males;From 55 to 64 years;Bulgaria;2014;20.2;;Occasional drinkers
30263;30263;Every month;Less than primary, primary and lower secondary education (levels 0-2);Males;From 55 to 64 years;Bulgaria;2019;11.5;;Occasional drinkers
30264;30264;Every month;Less than primary, primary and lower secondary education (levels 0-2);Males;From 55 to 64 years;Cyprus;2014;21.9;;Occasional drinkers
30265;30265;Every month;Less than primary, primary and lower secondary education (levels 0-2);Males;From 55 to 64 years;Cyprus;2019;33.8;;Occasional drinkers
30266;30266;Every month;Less than primary, primary and lower secondary education (levels 0-2);Males;From 55 to 64 years;Czechia;2014;22.6;u;Occasional drinkers
30267;30267;Every month;Less than primary, primary and lower secondary education (levels 0-2);Males;From 55 to 64 years;Czechia;2019;20.9;u;Occasional drinkers
30268;30268;Every month;Less than primary, primary and lower secondary education (levels 0-2);Males;From 55 to 64 years;Germany;2014;14.9;;Occasional drinkers
30269;30269;Every month;Less than primary, primary and lower secondary education (levels 0-2);Males;From 55 to 64 years;Germany;2019;22.1;;Occasional drinkers
30270;30270;Every month;Less than primary, primary and lower secondary education (levels 0-2);Males;From 55 to 64 years;Denmark;2014;16.3;;Occasional drinkers
30271;30271;Every month;Less than primary, primary and lower secondary education (levels 0-2);Males;From 55 to 64 years;Denmark;2019;18.3;;Occasional drinkers
30272;30272;Every month;Less than primary, primary and lower secondary education (levels 0-2);Males;From 55 to 64 years;Estonia;2014;33.4;;Occasional drinkers
30274;30274;Every month;Less than primary, primary and lower secondary education (levels 0-2);Males;From 55 to 64 years;Greece;2014;21.9;;Occasional drinkers
30275;30275;Every month;Less than primary, primary and lower secondary education (levels 0-2);Males;From 55 to 64 years;Greece;2019;22.7;;Occasional drinkers
30276;30276;Every month;Less than primary, primary and lower secondary education (levels 0-2);Males;From 55 to 64 years;Spain;2014;11.7;;Occasional drinkers
30277;30277;Every month;Less than primary, primary and lower secondary education (levels 0-2);Males;From 55 to 64 years;Spain;2019;13.9;;Occasional drinkers
30281;30281;Every month;Less than primary, primary and lower secondary education (levels 0-2);Males;From 55 to 64 years;Finland;2014;16.7;;Occasional drinkers
30282;30282;Every month;Less than primary, primary and lower secondary education (levels 0-2);Males;From 55 to 64 years;France;2019;15.4;;Occasional drinkers
30283;30283;Every month;Less than primary, primary and lower secondary education (levels 0-2);Males;From 55 to 64 years;Croatia;2014;18.9;;Occasional drinkers
30284;30284;Every month;Less than primary, primary and lower secondary education (levels 0-2);Males;From 55 to 64 years;Croatia;2019;22.4;;Occasional drinkers
30285;30285;Every month;Less than primary, primary and lower secondary education (levels 0-2);Males;From 55 to 64 years;Hungary;2014;16.6;;Occasional drinkers
30286;30286;Every month;Less than primary, primary and lower secondary education (levels 0-2);Males;From 55 to 64 years;Hungary;2019;13.8;u;Occasional drinkers
30287;30287;Every month;Less than primary, primary and lower secondary education (levels 0-2);Males;From 55 to 64 years;Ireland;2014;14.6;;Occasional drinkers
30288;30288;Every month;Less than primary, primary and lower secondary education (levels 0-2);Males;From 55 to 64 years;Ireland;2019;14.5;;Occasional drinkers
30289;30289;Every month;Less than primary, primary and lower secondary education (levels 0-2);Males;From 55 to 64 years;Iceland;2014;44.4;;Occasional drinkers
30290;30290;Every month;Less than primary, primary and lower secondary education (levels 0-2);Males;From 55 to 64 years;Iceland;2019;39.2;;Occasional drinkers
30293;30293;Every month;Less than primary, primary and lower secondary education (levels 0-2);Males;From 55 to 64 years;Lithuania;2014;26.9;u;Occasional drinkers
30295;30295;Every month;Less than primary, primary and lower secondary education (levels 0-2);Males;From 55 to 64 years;Luxembourg;2014;18.1;;Occasional drinkers
30296;30296;Every month;Less than primary, primary and lower secondary education (levels 0-2);Males;From 55 to 64 years;Luxembourg;2019;10.9;;Occasional drinkers
30297;30297;Every month;Less than primary, primary and lower secondary education (levels 0-2);Males;From 55 to 64 years;Latvia;2014;22.4;u;Occasional drinkers
30298;30298;Every month;Less than primary, primary and lower secondary education (levels 0-2);Males;From 55 to 64 years;Latvia;2019;32.5;u;Occasional drinkers
30299;30299;Every month;Less than primary, primary and lower secondary education (levels 0-2);Males;From 55 to 64 years;Malta;2014;22.2;;Occasional drinkers
30300;30300;Every month;Less than primary, primary and lower secondary education (levels 0-2);Males;From 55 to 64 years;Malta;2019;15.8;;Occasional drinkers
30301;30301;Every month;Less than primary, primary and lower secondary education (levels 0-2);Males;From 55 to 64 years;Netherlands;2019;9.2;;Occasional drinkers
30302;30302;Every month;Less than primary, primary and lower secondary education (levels 0-2);Males;From 55 to 64 years;Norway;2014;44.9;;Occasional drinkers
30303;30303;Every month;Less than primary, primary and lower secondary education (levels 0-2);Males;From 55 to 64 years;Norway;2019;27.8;;Occasional drinkers
30304;30304;Every month;Less than primary, primary and lower secondary education (levels 0-2);Males;From 55 to 64 years;Poland;2014;33.3;;Occasional drinkers
30305;30305;Every month;Less than primary, primary and lower secondary education (levels 0-2);Males;From 55 to 64 years;Poland;2019;34.3;;Occasional drinkers
30306;30306;Every month;Less than primary, primary and lower secondary education (levels 0-2);Males;From 55 to 64 years;Portugal;2014;6.0;;Occasional drinkers
30307;30307;Every month;Less than primary, primary and lower secondary education (levels 0-2);Males;From 55 to 64 years;Portugal;2019;6.1;;Occasional drinkers
30308;30308;Every month;Less than primary, primary and lower secondary education (levels 0-2);Males;From 55 to 64 years;Romania;2014;26.9;;Occasional drinkers
30309;30309;Every month;Less than primary, primary and lower secondary education (levels 0-2);Males;From 55 to 64 years;Romania;2019;31.6;;Occasional drinkers
30310;30310;Every month;Less than primary, primary and lower secondary education (levels 0-2);Males;From 55 to 64 years;Serbia;2019;14.3;u;Occasional drinkers
30311;30311;Every month;Less than primary, primary and lower secondary education (levels 0-2);Males;From 55 to 64 years;Sweden;2014;20.4;;Occasional drinkers
30312;30312;Every month;Less than primary, primary and lower secondary education (levels 0-2);Males;From 55 to 64 years;Sweden;2019;21.1;;Occasional drinkers
30313;30313;Every month;Less than primary, primary and lower secondary education (levels 0-2);Males;From 55 to 64 years;Slovenia;2014;10.3;;Occasional drinkers
30314;30314;Every month;Less than primary, primary and lower secondary education (levels 0-2);Males;From 55 to 64 years;Slovenia;2019;15.0;;Occasional drinkers
30315;30315;Every month;Less than primary, primary and lower secondary education (levels 0-2);Males;From 55 to 64 years;Slovakia;2014;23.2;u;Occasional drinkers
30316;30316;Every month;Less than primary, primary and lower secondary education (levels 0-2);Males;From 55 to 64 years;Slovakia;2019;15.4;u;Occasional drinkers
30317;30317;Every month;Less than primary, primary and lower secondary education (levels 0-2);Males;From 55 to 64 years;Türkiye;2014;5.8;;Occasional drinkers
30318;30318;Every month;Less than primary, primary and lower secondary education (levels 0-2);Males;From 55 to 64 years;Türkiye;2019;3.5;;Occasional drinkers
30319;30319;Every month;Less than primary, primary and lower secondary education (levels 0-2);Males;From 55 to 64 years;United Kingdom;2014;12.8;;Occasional drinkers
30444;30444;Every month;Less than primary, primary and lower secondary education (levels 0-2);Males;65 years or over;Austria;2014;15.7;;Occasional drinkers
30445;30445;Every month;Less than primary, primary and lower secondary education (levels 0-2);Males;65 years or over;Austria;2019;12.3;;Occasional drinkers
30446;30446;Every month;Less than primary, primary and lower secondary education (levels 0-2);Males;65 years or over;Belgium;2014;13.0;u;Occasional drinkers
30447;30447;Every month;Less than primary, primary and lower secondary education (levels 0-2);Males;65 years or over;Belgium;2019;8.4;;Occasional drinkers
30448;30448;Every month;Less than primary, primary and lower secondary education (levels 0-2);Males;65 years or over;Bulgaria;2014;23.8;;Occasional drinkers
30449;30449;Every month;Less than primary, primary and lower secondary education (levels 0-2);Males;65 years or over;Bulgaria;2019;17.5;;Occasional drinkers
30450;30450;Every month;Less than primary, primary and lower secondary education (levels 0-2);Males;65 years or over;Cyprus;2014;16.4;;Occasional drinkers
30451;30451;Every month;Less than primary, primary and lower secondary education (levels 0-2);Males;65 years or over;Cyprus;2019;30.1;;Occasional drinkers
30452;30452;Every month;Less than primary, primary and lower secondary education (levels 0-2);Males;65 years or over;Czechia;2014;17.7;;Occasional drinkers
30453;30453;Every month;Less than primary, primary and lower secondary education (levels 0-2);Males;65 years or over;Czechia;2019;21.7;;Occasional drinkers
30454;30454;Every month;Less than primary, primary and lower secondary education (levels 0-2);Males;65 years or over;Germany;2014;18.1;;Occasional drinkers
30455;30455;Every month;Less than primary, primary and lower secondary education (levels 0-2);Males;65 years or over;Germany;2019;18.2;;Occasional drinkers
30456;30456;Every month;Less than primary, primary and lower secondary education (levels 0-2);Males;65 years or over;Denmark;2014;16.0;;Occasional drinkers
30457;30457;Every month;Less than primary, primary and lower secondary education (levels 0-2);Males;65 years or over;Denmark;2019;14.2;;Occasional drinkers
30458;30458;Every month;Less than primary, primary and lower secondary education (levels 0-2);Males;65 years or over;Estonia;2014;25.4;;Occasional drinkers
30459;30459;Every month;Less than primary, primary and lower secondary education (levels 0-2);Males;65 years or over;Estonia;2019;17.4;;Occasional drinkers
30460;30460;Every month;Less than primary, primary and lower secondary education (levels 0-2);Males;65 years or over;Greece;2014;18.1;;Occasional drinkers
30461;30461;Every month;Less than primary, primary and lower secondary education (levels 0-2);Males;65 years or over;Greece;2019;19.8;;Occasional drinkers
30462;30462;Every month;Less than primary, primary and lower secondary education (levels 0-2);Males;65 years or over;Spain;2014;8.6;;Occasional drinkers
30463;30463;Every month;Less than primary, primary and lower secondary education (levels 0-2);Males;65 years or over;Spain;2019;11.3;;Occasional drinkers
30467;30467;Every month;Less than primary, primary and lower secondary education (levels 0-2);Males;65 years or over;Finland;2014;27.7;;Occasional drinkers
30468;30468;Every month;Less than primary, primary and lower secondary education (levels 0-2);Males;65 years or over;France;2019;12.5;;Occasional drinkers
30469;30469;Every month;Less than primary, primary and lower secondary education (levels 0-2);Males;65 years or over;Croatia;2014;12.4;;Occasional drinkers
30470;30470;Every month;Less than primary, primary and lower secondary education (levels 0-2);Males;65 years or over;Croatia;2019;9.3;;Occasional drinkers
30471;30471;Every month;Less than primary, primary and lower secondary education (levels 0-2);Males;65 years or over;Hungary;2014;11.7;;Occasional drinkers
30472;30472;Every month;Less than primary, primary and lower secondary education (levels 0-2);Males;65 years or over;Hungary;2019;18.7;;Occasional drinkers
30473;30473;Every month;Less than primary, primary and lower secondary education (levels 0-2);Males;65 years or over;Ireland;2014;14.8;;Occasional drinkers
30474;30474;Every month;Less than primary, primary and lower secondary education (levels 0-2);Males;65 years or over;Ireland;2019;10.9;;Occasional drinkers
30475;30475;Every month;Less than primary, primary and lower secondary education (levels 0-2);Males;65 years or over;Iceland;2014;28.1;;Occasional drinkers
30476;30476;Every month;Less than primary, primary and lower secondary education (levels 0-2);Males;65 years or over;Iceland;2019;38.4;;Occasional drinkers
30479;30479;Every month;Less than primary, primary and lower secondary education (levels 0-2);Males;65 years or over;Lithuania;2014;28.1;;Occasional drinkers
30480;30480;Every month;Less than primary, primary and lower secondary education (levels 0-2);Males;65 years or over;Lithuania;2019;21.8;;Occasional drinkers
30481;30481;Every month;Less than primary, primary and lower secondary education (levels 0-2);Males;65 years or over;Luxembourg;2014;13.8;;Occasional drinkers
30482;30482;Every month;Less than primary, primary and lower secondary education (levels 0-2);Males;65 years or over;Luxembourg;2019;14.4;;Occasional drinkers
30483;30483;Every month;Less than primary, primary and lower secondary education (levels 0-2);Males;65 years or over;Latvia;2014;24.7;;Occasional drinkers
30484;30484;Every month;Less than primary, primary and lower secondary education (levels 0-2);Males;65 years or over;Latvia;2019;26.5;;Occasional drinkers
30485;30485;Every month;Less than primary, primary and lower secondary education (levels 0-2);Males;65 years or over;Malta;2014;21.5;;Occasional drinkers
30486;30486;Every month;Less than primary, primary and lower secondary education (levels 0-2);Males;65 years or over;Malta;2019;9.1;;Occasional drinkers
30487;30487;Every month;Less than primary, primary and lower secondary education (levels 0-2);Males;65 years or over;Netherlands;2019;7.6;;Occasional drinkers
30488;30488;Every month;Less than primary, primary and lower secondary education (levels 0-2);Males;65 years or over;Norway;2014;40.6;;Occasional drinkers
30489;30489;Every month;Less than primary, primary and lower secondary education (levels 0-2);Males;65 years or over;Norway;2019;23.0;;Occasional drinkers
30490;30490;Every month;Less than primary, primary and lower secondary education (levels 0-2);Males;65 years or over;Poland;2014;21.0;;Occasional drinkers
30491;30491;Every month;Less than primary, primary and lower secondary education (levels 0-2);Males;65 years or over;Poland;2019;20.1;;Occasional drinkers
30492;30492;Every month;Less than primary, primary and lower secondary education (levels 0-2);Males;65 years or over;Portugal;2014;5.4;;Occasional drinkers
30493;30493;Every month;Less than primary, primary and lower secondary education (levels 0-2);Males;65 years or over;Portugal;2019;5.2;;Occasional drinkers
30494;30494;Every month;Less than primary, primary and lower secondary education (levels 0-2);Males;65 years or over;Romania;2014;26.1;;Occasional drinkers
30495;30495;Every month;Less than primary, primary and lower secondary education (levels 0-2);Males;65 years or over;Romania;2019;28.7;;Occasional drinkers
30496;30496;Every month;Less than primary, primary and lower secondary education (levels 0-2);Males;65 years or over;Serbia;2019;12.4;u;Occasional drinkers
30497;30497;Every month;Less than primary, primary and lower secondary education (levels 0-2);Males;65 years or over;Sweden;2014;22.1;;Occasional drinkers
30498;30498;Every month;Less than primary, primary and lower secondary education (levels 0-2);Males;65 years or over;Sweden;2019;23.1;;Occasional drinkers
30499;30499;Every month;Less than primary, primary and lower secondary education (levels 0-2);Males;65 years or over;Slovenia;2014;11.7;;Occasional drinkers
30500;30500;Every month;Less than primary, primary and lower secondary education (levels 0-2);Males;65 years or over;Slovenia;2019;15.5;;Occasional drinkers
30501;30501;Every month;Less than primary, primary and lower secondary education (levels 0-2);Males;65 years or over;Slovakia;2014;27.2;;Occasional drinkers
30502;30502;Every month;Less than primary, primary and lower secondary education (levels 0-2);Males;65 years or over;Slovakia;2019;12.9;;Occasional drinkers
30503;30503;Every month;Less than primary, primary and lower secondary education (levels 0-2);Males;65 years or over;Türkiye;2014;2.7;;Occasional drinkers
30504;30504;Every month;Less than primary, primary and lower secondary education (levels 0-2);Males;65 years or over;Türkiye;2019;2.4;;Occasional drinkers
30505;30505;Every month;Less than primary, primary and lower secondary education (levels 0-2);Males;65 years or over;United Kingdom;2014;13.4;;Occasional drinkers
30691;30691;Every month;Less than primary, primary and lower secondary education (levels 0-2);Total;From 15 to 24 years;Austria;2014;40.0;;Occasional drinkers
30692;30692;Every month;Less than primary, primary and lower secondary education (levels 0-2);Total;From 15 to 24 years;Austria;2019;28.7;;Occasional drinkers
30693;30693;Every month;Less than primary, primary and lower secondary education (levels 0-2);Total;From 15 to 24 years;Belgium;2014;29.2;u;Occasional drinkers
30694;30694;Every month;Less than primary, primary and lower secondary education (levels 0-2);Total;From 15 to 24 years;Belgium;2019;23.0;;Occasional drinkers
30695;30695;Every month;Less than primary, primary and lower secondary education (levels 0-2);Total;From 15 to 24 years;Bulgaria;2014;11.5;;Occasional drinkers
30696;30696;Every month;Less than primary, primary and lower secondary education (levels 0-2);Total;From 15 to 24 years;Bulgaria;2019;13.2;;Occasional drinkers
30697;30697;Every month;Less than primary, primary and lower secondary education (levels 0-2);Total;From 15 to 24 years;Cyprus;2014;11.3;;Occasional drinkers
30698;30698;Every month;Less than primary, primary and lower secondary education (levels 0-2);Total;From 15 to 24 years;Cyprus;2019;14.4;;Occasional drinkers
30699;30699;Every month;Less than primary, primary and lower secondary education (levels 0-2);Total;From 15 to 24 years;Czechia;2014;26.7;;Occasional drinkers
30700;30700;Every month;Less than primary, primary and lower secondary education (levels 0-2);Total;From 15 to 24 years;Czechia;2019;17.7;;Occasional drinkers
30701;30701;Every month;Less than primary, primary and lower secondary education (levels 0-2);Total;From 15 to 24 years;Germany;2014;31.8;;Occasional drinkers
30702;30702;Every month;Less than primary, primary and lower secondary education (levels 0-2);Total;From 15 to 24 years;Germany;2019;36.7;;Occasional drinkers
30703;30703;Every month;Less than primary, primary and lower secondary education (levels 0-2);Total;From 15 to 24 years;Denmark;2014;37.8;;Occasional drinkers
30704;30704;Every month;Less than primary, primary and lower secondary education (levels 0-2);Total;From 15 to 24 years;Denmark;2019;41.5;;Occasional drinkers
30705;30705;Every month;Less than primary, primary and lower secondary education (levels 0-2);Total;From 15 to 24 years;Estonia;2014;30.8;;Occasional drinkers
30706;30706;Every month;Less than primary, primary and lower secondary education (levels 0-2);Total;From 15 to 24 years;Estonia;2019;28.2;;Occasional drinkers
30707;30707;Every month;Less than primary, primary and lower secondary education (levels 0-2);Total;From 15 to 24 years;Greece;2014;15.3;;Occasional drinkers
30708;30708;Every month;Less than primary, primary and lower secondary education (levels 0-2);Total;From 15 to 24 years;Greece;2019;24.8;;Occasional drinkers
30709;30709;Every month;Less than primary, primary and lower secondary education (levels 0-2);Total;From 15 to 24 years;Spain;2014;23.2;;Occasional drinkers
30710;30710;Every month;Less than primary, primary and lower secondary education (levels 0-2);Total;From 15 to 24 years;Spain;2019;20.5;;Occasional drinkers
30714;30714;Every month;Less than primary, primary and lower secondary education (levels 0-2);Total;From 15 to 24 years;Finland;2014;23.9;;Occasional drinkers
30715;30715;Every month;Less than primary, primary and lower secondary education (levels 0-2);Total;From 15 to 24 years;France;2019;22.6;;Occasional drinkers
30716;30716;Every month;Less than primary, primary and lower secondary education (levels 0-2);Total;From 15 to 24 years;Croatia;2014;18.1;;Occasional drinkers
30717;30717;Every month;Less than primary, primary and lower secondary education (levels 0-2);Total;From 15 to 24 years;Croatia;2019;24.3;;Occasional drinkers
30718;30718;Every month;Less than primary, primary and lower secondary education (levels 0-2);Total;From 15 to 24 years;Hungary;2014;24.6;;Occasional drinkers
30719;30719;Every month;Less than primary, primary and lower secondary education (levels 0-2);Total;From 15 to 24 years;Hungary;2019;16.7;;Occasional drinkers
30720;30720;Every month;Less than primary, primary and lower secondary education (levels 0-2);Total;From 15 to 24 years;Ireland;2014;35.1;;Occasional drinkers
30721;30721;Every month;Less than primary, primary and lower secondary education (levels 0-2);Total;From 15 to 24 years;Ireland;2019;22.8;;Occasional drinkers
30722;30722;Every month;Less than primary, primary and lower secondary education (levels 0-2);Total;From 15 to 24 years;Iceland;2014;26.8;;Occasional drinkers
30723;30723;Every month;Less than primary, primary and lower secondary education (levels 0-2);Total;From 15 to 24 years;Iceland;2019;25.0;;Occasional drinkers
30726;30726;Every month;Less than primary, primary and lower secondary education (levels 0-2);Total;From 15 to 24 years;Lithuania;2014;14.6;;Occasional drinkers
30727;30727;Every month;Less than primary, primary and lower secondary education (levels 0-2);Total;From 15 to 24 years;Lithuania;2019;9.7;;Occasional drinkers
30728;30728;Every month;Less than primary, primary and lower secondary education (levels 0-2);Total;From 15 to 24 years;Luxembourg;2014;33.5;;Occasional drinkers
30729;30729;Every month;Less than primary, primary and lower secondary education (levels 0-2);Total;From 15 to 24 years;Luxembourg;2019;23.3;;Occasional drinkers
30730;30730;Every month;Less than primary, primary and lower secondary education (levels 0-2);Total;From 15 to 24 years;Latvia;2014;19.6;;Occasional drinkers
30731;30731;Every month;Less than primary, primary and lower secondary education (levels 0-2);Total;From 15 to 24 years;Latvia;2019;15.2;;Occasional drinkers
30732;30732;Every month;Less than primary, primary and lower secondary education (levels 0-2);Total;From 15 to 24 years;Malta;2014;26.5;;Occasional drinkers
30733;30733;Every month;Less than primary, primary and lower secondary education (levels 0-2);Total;From 15 to 24 years;Malta;2019;19.5;;Occasional drinkers
30734;30734;Every month;Less than primary, primary and lower secondary education (levels 0-2);Total;From 15 to 24 years;Netherlands;2019;11.9;;Occasional drinkers
30735;30735;Every month;Less than primary, primary and lower secondary education (levels 0-2);Total;From 15 to 24 years;Norway;2014;63.2;;Occasional drinkers
30736;30736;Every month;Less than primary, primary and lower secondary education (levels 0-2);Total;From 15 to 24 years;Norway;2019;39.5;;Occasional drinkers
30737;30737;Every month;Less than primary, primary and lower secondary education (levels 0-2);Total;From 15 to 24 years;Poland;2014;14.5;;Occasional drinkers
30738;30738;Every month;Less than primary, primary and lower secondary education (levels 0-2);Total;From 15 to 24 years;Poland;2019;12.7;;Occasional drinkers
30739;30739;Every month;Less than primary, primary and lower secondary education (levels 0-2);Total;From 15 to 24 years;Portugal;2014;21.4;;Occasional drinkers
30740;30740;Every month;Less than primary, primary and lower secondary education (levels 0-2);Total;From 15 to 24 years;Portugal;2019;19.4;;Occasional drinkers
30741;30741;Every month;Less than primary, primary and lower secondary education (levels 0-2);Total;From 15 to 24 years;Romania;2014;13.2;;Occasional drinkers
30742;30742;Every month;Less than primary, primary and lower secondary education (levels 0-2);Total;From 15 to 24 years;Romania;2019;13.6;;Occasional drinkers
30743;30743;Every month;Less than primary, primary and lower secondary education (levels 0-2);Total;From 15 to 24 years;Serbia;2019;19.3;u;Occasional drinkers
30744;30744;Every month;Less than primary, primary and lower secondary education (levels 0-2);Total;From 15 to 24 years;Sweden;2014;39.6;;Occasional drinkers
30745;30745;Every month;Less than primary, primary and lower secondary education (levels 0-2);Total;From 15 to 24 years;Sweden;2019;32.5;;Occasional drinkers
30746;30746;Every month;Less than primary, primary and lower secondary education (levels 0-2);Total;From 15 to 24 years;Slovenia;2014;36.2;;Occasional drinkers
30747;30747;Every month;Less than primary, primary and lower secondary education (levels 0-2);Total;From 15 to 24 years;Slovenia;2019;28.3;;Occasional drinkers
30748;30748;Every month;Less than primary, primary and lower secondary education (levels 0-2);Total;From 15 to 24 years;Slovakia;2014;22.1;;Occasional drinkers
30749;30749;Every month;Less than primary, primary and lower secondary education (levels 0-2);Total;From 15 to 24 years;Slovakia;2019;13.5;;Occasional drinkers
30750;30750;Every month;Less than primary, primary and lower secondary education (levels 0-2);Total;From 15 to 24 years;Türkiye;2014;3.2;;Occasional drinkers
30751;30751;Every month;Less than primary, primary and lower secondary education (levels 0-2);Total;From 15 to 24 years;Türkiye;2019;2.4;;Occasional drinkers
30752;30752;Every month;Less than primary, primary and lower secondary education (levels 0-2);Total;From 15 to 24 years;United Kingdom;2014;17.8;;Occasional drinkers
31154;31154;Every month;Less than primary, primary and lower secondary education (levels 0-2);Total;From 25 to 34 years;Austria;2014;26.0;;Occasional drinkers
31155;31155;Every month;Less than primary, primary and lower secondary education (levels 0-2);Total;From 25 to 34 years;Austria;2019;14.0;;Occasional drinkers
31156;31156;Every month;Less than primary, primary and lower secondary education (levels 0-2);Total;From 25 to 34 years;Belgium;2014;15.3;u;Occasional drinkers
31157;31157;Every month;Less than primary, primary and lower secondary education (levels 0-2);Total;From 25 to 34 years;Belgium;2019;13.8;u;Occasional drinkers
31158;31158;Every month;Less than primary, primary and lower secondary education (levels 0-2);Total;From 25 to 34 years;Bulgaria;2014;25.9;;Occasional drinkers
31159;31159;Every month;Less than primary, primary and lower secondary education (levels 0-2);Total;From 25 to 34 years;Bulgaria;2019;17.5;;Occasional drinkers
31160;31160;Every month;Less than primary, primary and lower secondary education (levels 0-2);Total;From 25 to 34 years;Cyprus;2014;16.8;;Occasional drinkers
31161;31161;Every month;Less than primary, primary and lower secondary education (levels 0-2);Total;From 25 to 34 years;Cyprus;2019;28.3;;Occasional drinkers
31162;31162;Every month;Less than primary, primary and lower secondary education (levels 0-2);Total;From 25 to 34 years;Czechia;2014;29.8;u;Occasional drinkers
31163;31163;Every month;Less than primary, primary and lower secondary education (levels 0-2);Total;From 25 to 34 years;Czechia;2019;26.6;;Occasional drinkers
31164;31164;Every month;Less than primary, primary and lower secondary education (levels 0-2);Total;From 25 to 34 years;Germany;2014;28.2;;Occasional drinkers
31165;31165;Every month;Less than primary, primary and lower secondary education (levels 0-2);Total;From 25 to 34 years;Germany;2019;25.2;;Occasional drinkers
31166;31166;Every month;Less than primary, primary and lower secondary education (levels 0-2);Total;From 25 to 34 years;Denmark;2014;28.0;u;Occasional drinkers
31167;31167;Every month;Less than primary, primary and lower secondary education (levels 0-2);Total;From 25 to 34 years;Denmark;2019;24.5;u;Occasional drinkers
31168;31168;Every month;Less than primary, primary and lower secondary education (levels 0-2);Total;From 25 to 34 years;Estonia;2014;35.9;;Occasional drinkers
31169;31169;Every month;Less than primary, primary and lower secondary education (levels 0-2);Total;From 25 to 34 years;Estonia;2019;26.7;;Occasional drinkers
31170;31170;Every month;Less than primary, primary and lower secondary education (levels 0-2);Total;From 25 to 34 years;Greece;2014;27.6;;Occasional drinkers
31171;31171;Every month;Less than primary, primary and lower secondary education (levels 0-2);Total;From 25 to 34 years;Greece;2019;25.7;;Occasional drinkers
31172;31172;Every month;Less than primary, primary and lower secondary education (levels 0-2);Total;From 25 to 34 years;Spain;2014;23.5;;Occasional drinkers
31173;31173;Every month;Less than primary, primary and lower secondary education (levels 0-2);Total;From 25 to 34 years;Spain;2019;25.2;;Occasional drinkers
31177;31177;Every month;Less than primary, primary and lower secondary education (levels 0-2);Total;From 25 to 34 years;Finland;2014;33.8;u;Occasional drinkers
31178;31178;Every month;Less than primary, primary and lower secondary education (levels 0-2);Total;From 25 to 34 years;France;2019;25.5;;Occasional drinkers
31179;31179;Every month;Less than primary, primary and lower secondary education (levels 0-2);Total;From 25 to 34 years;Croatia;2014;14.6;u;Occasional drinkers
31180;31180;Every month;Less than primary, primary and lower secondary education (levels 0-2);Total;From 25 to 34 years;Croatia;2019;26.4;u;Occasional drinkers
31181;31181;Every month;Less than primary, primary and lower secondary education (levels 0-2);Total;From 25 to 34 years;Hungary;2014;16.6;;Occasional drinkers
31182;31182;Every month;Less than primary, primary and lower secondary education (levels 0-2);Total;From 25 to 34 years;Hungary;2019;21.9;;Occasional drinkers
31183;31183;Every month;Less than primary, primary and lower secondary education (levels 0-2);Total;From 25 to 34 years;Ireland;2014;26.8;;Occasional drinkers
31184;31184;Every month;Less than primary, primary and lower secondary education (levels 0-2);Total;From 25 to 34 years;Ireland;2019;28.3;;Occasional drinkers
31185;31185;Every month;Less than primary, primary and lower secondary education (levels 0-2);Total;From 25 to 34 years;Iceland;2014;35.4;;Occasional drinkers
31186;31186;Every month;Less than primary, primary and lower secondary education (levels 0-2);Total;From 25 to 34 years;Iceland;2019;37.1;;Occasional drinkers
31189;31189;Every month;Less than primary, primary and lower secondary education (levels 0-2);Total;From 25 to 34 years;Lithuania;2014;27.8;u;Occasional drinkers
31190;31190;Every month;Less than primary, primary and lower secondary education (levels 0-2);Total;From 25 to 34 years;Lithuania;2019;37.3;u;Occasional drinkers
31191;31191;Every month;Less than primary, primary and lower secondary education (levels 0-2);Total;From 25 to 34 years;Luxembourg;2014;35.1;;Occasional drinkers
31192;31192;Every month;Less than primary, primary and lower secondary education (levels 0-2);Total;From 25 to 34 years;Luxembourg;2019;14.2;u;Occasional drinkers
31193;31193;Every month;Less than primary, primary and lower secondary education (levels 0-2);Total;From 25 to 34 years;Latvia;2014;34.1;;Occasional drinkers
31194;31194;Every month;Less than primary, primary and lower secondary education (levels 0-2);Total;From 25 to 34 years;Latvia;2019;31.4;;Occasional drinkers
31195;31195;Every month;Less than primary, primary and lower secondary education (levels 0-2);Total;From 25 to 34 years;Malta;2014;32.3;;Occasional drinkers
31196;31196;Every month;Less than primary, primary and lower secondary education (levels 0-2);Total;From 25 to 34 years;Malta;2019;23.8;;Occasional drinkers
31197;31197;Every month;Less than primary, primary and lower secondary education (levels 0-2);Total;From 25 to 34 years;Netherlands;2019;12.3;;Occasional drinkers
31198;31198;Every month;Less than primary, primary and lower secondary education (levels 0-2);Total;From 25 to 34 years;Norway;2014;61.1;;Occasional drinkers
31199;31199;Every month;Less than primary, primary and lower secondary education (levels 0-2);Total;From 25 to 34 years;Norway;2019;30.1;;Occasional drinkers
31200;31200;Every month;Less than primary, primary and lower secondary education (levels 0-2);Total;From 25 to 34 years;Poland;2014;31.2;;Occasional drinkers
