;age;geo;sex;quant_inc;Every day;Every month;Every week;Less than once a month;Never or not in the last 12 months;clusters
1893;From 35 to 44 years;Germany;Females;Second quintile;1.5;26.7;29.1;24.7;18.1;3
1894;From 35 to 44 years;Germany;Females;Third quintile;2.7;31.8;29.8;21.5;14.2;3
1910;From 35 to 44 years;Greece;Females;Fifth quintile;2.9;30.2;33.1;15.3;18.5;3
1912;From 35 to 44 years;Greece;Females;Fourth quintile;1.7;39.6;20.9;15.3;22.6;3
1914;From 35 to 44 years;Greece;Females;Third quintile;1.6;39.6;15.8;12.4;30.7;3
1922;From 35 to 44 years;Greece;Males;Fourth quintile;13.9;40.0;25.4;7.6;13.0;3
1924;From 35 to 44 years;Greece;Males;Third quintile;3.4;33.2;26.9;5.8;30.8;3
1940;From 35 to 44 years;Hungary;Males;Fifth quintile;1.3;37.5;30.3;15.2;15.7;3
1941;From 35 to 44 years;Hungary;Males;First quintile;9.5;27.1;25.2;13.4;24.9;3
1942;From 35 to 44 years;Hungary;Males;Fourth quintile;4.1;28.2;31.4;22.0;14.3;3
1943;From 35 to 44 years;Hungary;Males;Second quintile;8.5;32.6;17.6;18.9;22.4;3
1950;From 35 to 44 years;Iceland;Females;Fifth quintile;0.0;47.2;22.9;27.9;2.0;3
1951;From 35 to 44 years;Iceland;Females;First quintile;0.0;42.7;8.1;29.8;19.4;3
1952;From 35 to 44 years;Iceland;Females;Fourth quintile;0.0;59.2;17.0;19.1;4.7;3
1953;From 35 to 44 years;Iceland;Females;Second quintile;2.1;27.4;13.7;41.3;15.5;3
1954;From 35 to 44 years;Iceland;Females;Third quintile;0.0;51.5;12.5;30.4;5.7;3
1960;From 35 to 44 years;Iceland;Males;Fifth quintile;0.0;41.9;25.4;18.5;14.2;3
1961;From 35 to 44 years;Iceland;Males;First quintile;5.8;47.9;15.6;24.1;6.7;3
1962;From 35 to 44 years;Iceland;Males;Fourth quintile;0.0;47.4;28.7;10.9;13.0;3
1963;From 35 to 44 years;Iceland;Males;Second quintile;0.0;43.2;26.1;19.5;11.2;3
1964;From 35 to 44 years;Iceland;Males;Third quintile;1.4;43.6;19.6;19.0;16.4;3
1971;From 35 to 44 years;Ireland;Females;First quintile;0.0;33.3;37.6;17.9;11.2;3
1973;From 35 to 44 years;Ireland;Females;Second quintile;0.6;30.1;31.8;20.2;17.3;3
1974;From 35 to 44 years;Ireland;Females;Third quintile;0.5;34.5;37.3;16.2;11.6;3
1990;From 35 to 44 years;Latvia;Females;Fifth quintile;0.0;45.6;17.0;25.7;11.8;3
1991;From 35 to 44 years;Latvia;Females;First quintile;1.3;25.4;14.5;44.3;14.6;3
1992;From 35 to 44 years;Latvia;Females;Fourth quintile;0.7;42.7;17.5;31.2;7.9;3
1993;From 35 to 44 years;Latvia;Females;Second quintile;0.0;50.3;5.7;30.2;13.7;3
1994;From 35 to 44 years;Latvia;Females;Third quintile;0.9;31.2;11.1;42.7;14.1;3
2000;From 35 to 44 years;Latvia;Males;Fifth quintile;0.6;44.3;32.5;14.1;8.5;3
2001;From 35 to 44 years;Latvia;Males;First quintile;9.1;51.4;19.1;12.1;8.4;3
2002;From 35 to 44 years;Latvia;Males;Fourth quintile;5.1;38.9;18.9;21.4;15.7;3
2003;From 35 to 44 years;Latvia;Males;Second quintile;2.0;28.1;22.3;24.2;23.4;3
2004;From 35 to 44 years;Latvia;Males;Third quintile;3.7;47.4;31.1;8.4;9.5;3
2010;From 35 to 44 years;Lithuania;Females;Fifth quintile;0.0;47.3;15.5;28.8;8.3;3
2011;From 35 to 44 years;Lithuania;Females;First quintile;0.0;43.9;4.2;32.2;19.7;3
2012;From 35 to 44 years;Lithuania;Females;Fourth quintile;0.0;57.4;7.3;23.1;12.2;3
2013;From 35 to 44 years;Lithuania;Females;Second quintile;1.6;51.2;8.4;20.4;18.5;3
2014;From 35 to 44 years;Lithuania;Females;Third quintile;0.0;49.4;8.3;26.3;16.0;3
2020;From 35 to 44 years;Lithuania;Males;Fifth quintile;1.3;46.0;26.1;21.3;5.2;3
2021;From 35 to 44 years;Lithuania;Males;First quintile;0.0;36.9;39.1;16.0;7.9;3
2022;From 35 to 44 years;Lithuania;Males;Fourth quintile;1.6;42.8;33.7;14.0;7.8;3
2023;From 35 to 44 years;Lithuania;Males;Second quintile;4.8;52.4;29.6;2.7;10.5;3
2024;From 35 to 44 years;Lithuania;Males;Third quintile;0.0;57.6;18.5;9.5;14.4;3
2050;From 35 to 44 years;Malta;Females;Fifth quintile;2.0;26.4;26.8;19.5;25.2;3
2052;From 35 to 44 years;Malta;Females;Fourth quintile;0.0;30.7;24.7;15.9;28.6;3
2054;From 35 to 44 years;Malta;Females;Third quintile;1.5;33.3;20.9;20.0;24.2;3
2080;From 35 to 44 years;Norway;Females;Fifth quintile;0.0;58.0;31.0;0.0;11.0;3
2082;From 35 to 44 years;Norway;Females;Fourth quintile;1.1;65.7;21.6;0.0;11.7;3
2083;From 35 to 44 years;Norway;Females;Second quintile;1.3;53.1;20.6;0.0;25.1;3
2084;From 35 to 44 years;Norway;Females;Third quintile;1.2;53.3;25.6;0.0;19.9;3
2091;From 35 to 44 years;Norway;Males;First quintile;2.2;46.9;22.4;0.0;28.6;3
2092;From 35 to 44 years;Norway;Males;Fourth quintile;1.7;51.0;39.6;0.0;7.7;3
2093;From 35 to 44 years;Norway;Males;Second quintile;3.6;59.4;23.3;0.0;13.7;3
2094;From 35 to 44 years;Norway;Males;Third quintile;0.6;58.2;33.1;0.0;8.1;3
2100;From 35 to 44 years;Poland;Females;Fifth quintile;0.0;41.9;19.4;24.7;14.0;3
2102;From 35 to 44 years;Poland;Females;Fourth quintile;0.2;35.2;12.0;33.3;19.3;3
2110;From 35 to 44 years;Poland;Males;Fifth quintile;2.8;38.9;34.7;16.6;6.9;3
2111;From 35 to 44 years;Poland;Males;First quintile;2.7;37.4;27.1;20.1;12.7;3
2113;From 35 to 44 years;Poland;Males;Second quintile;3.3;43.1;28.7;15.7;9.2;3
2114;From 35 to 44 years;Poland;Males;Third quintile;4.4;39.6;29.2;18.1;8.6;3
2150;From 35 to 44 years;Romania;Males;Fifth quintile;3.6;41.0;24.4;10.8;20.3;3
2152;From 35 to 44 years;Romania;Males;Fourth quintile;6.1;40.1;28.6;9.6;15.6;3
2172;From 35 to 44 years;Slovakia;Females;Fourth quintile;1.1;30.4;14.4;32.2;21.9;3
2174;From 35 to 44 years;Slovakia;Females;Third quintile;1.3;35.7;9.4;35.9;17.7;3
2180;From 35 to 44 years;Slovakia;Males;Fifth quintile;3.8;47.3;23.4;15.2;10.3;3
2181;From 35 to 44 years;Slovakia;Males;First quintile;9.1;30.7;28.6;13.6;17.9;3
2182;From 35 to 44 years;Slovakia;Males;Fourth quintile;4.7;30.1;27.1;24.1;13.9;3
2183;From 35 to 44 years;Slovakia;Males;Second quintile;5.8;31.5;32.0;15.1;15.6;3
2184;From 35 to 44 years;Slovakia;Males;Third quintile;5.5;37.3;26.8;22.2;8.1;3
2190;From 35 to 44 years;Slovenia;Females;Fifth quintile;0.0;40.3;22.0;25.1;12.7;3
2192;From 35 to 44 years;Slovenia;Females;Fourth quintile;2.4;37.2;16.8;31.1;12.5;3
2210;From 35 to 44 years;Spain;Females;Fifth quintile;4.1;28.2;29.6;15.2;22.9;3
2231;From 35 to 44 years;Sweden;Females;First quintile;3.0;29.5;17.7;32.6;17.2;3
2232;From 35 to 44 years;Sweden;Females;Fourth quintile;1.4;30.8;36.9;22.6;8.3;3
2234;From 35 to 44 years;Sweden;Females;Third quintile;0.8;28.5;32.7;19.1;19.0;3
2243;From 35 to 44 years;Sweden;Males;Second quintile;12.9;29.0;30.7;17.7;9.8;3
2244;From 35 to 44 years;Sweden;Males;Third quintile;2.9;31.6;29.6;23.7;12.2;3
2280;From 45 to 54 years;Austria;Females;Fifth quintile;2.4;34.0;35.7;17.6;10.3;3
2282;From 45 to 54 years;Austria;Females;Fourth quintile;2.0;38.7;30.4;16.7;12.3;3
2283;From 45 to 54 years;Austria;Females;Second quintile;2.4;39.3;24.4;15.7;18.2;3
2284;From 45 to 54 years;Austria;Females;Third quintile;2.8;37.7;23.4;18.6;17.5;3
2303;From 45 to 54 years;Belgium;Females;Second quintile;7.3;43.5;21.3;9.0;19.0;3
2320;From 45 to 54 years;Bulgaria;Females;Fifth quintile;4.7;29.5;23.0;23.7;19.1;3
2371;From 45 to 54 years;Cyprus;Males;First quintile;11.2;33.7;22.8;8.9;23.4;3
2374;From 45 to 54 years;Cyprus;Males;Third quintile;18.1;33.3;23.0;8.6;17.1;3
2381;From 45 to 54 years;Czechia;Females;First quintile;4.8;27.7;20.9;30.7;16.0;3
2382;From 45 to 54 years;Czechia;Females;Fourth quintile;8.9;38.4;21.4;21.8;9.5;3
2384;From 45 to 54 years;Czechia;Females;Third quintile;1.1;42.4;24.4;15.8;16.2;3
2420;From 45 to 54 years;Estonia;Females;Fifth quintile;0.0;42.3;25.8;25.2;6.7;3
2422;From 45 to 54 years;Estonia;Females;Fourth quintile;1.3;39.5;12.0;40.4;6.7;3
2424;From 45 to 54 years;Estonia;Females;Third quintile;0.0;36.3;10.4;41.5;11.7;3
2430;From 45 to 54 years;Estonia;Males;Fifth quintile;5.3;35.7;36.5;15.7;6.8;3
2431;From 45 to 54 years;Estonia;Males;First quintile;5.4;27.0;29.5;26.5;11.6;3
2432;From 45 to 54 years;Estonia;Males;Fourth quintile;7.4;38.2;30.3;16.9;7.1;3
2434;From 45 to 54 years;Estonia;Males;Third quintile;1.9;36.8;24.9;27.6;8.7;3
2441;From 45 to 54 years;Finland;Females;First quintile;8.1;32.3;20.3;20.2;19.1;3
2443;From 45 to 54 years;Finland;Females;Second quintile;2.2;32.5;33.2;19.9;12.3;3
2461;From 45 to 54 years;Germany;Females;First quintile;3.7;27.2;30.1;20.9;18.1;3
2480;From 45 to 54 years;Greece;Females;Fifth quintile;1.6;38.9;22.6;16.6;20.3;3
2490;From 45 to 54 years;Greece;Males;Fifth quintile;12.0;36.1;28.4;7.7;15.9;3
2492;From 45 to 54 years;Greece;Males;Fourth quintile;8.2;32.5;31.9;9.4;18.1;3
2494;From 45 to 54 years;Greece;Males;Third quintile;12.5;39.6;27.7;3.1;17.2;3
2500;From 45 to 54 years;Hungary;Females;Fifth quintile;2.9;26.3;18.1;33.3;19.3;3
2512;From 45 to 54 years;Hungary;Males;Fourth quintile;11.5;34.9;28.9;15.4;9.3;3
2514;From 45 to 54 years;Hungary;Males;Third quintile;19.1;27.1;25.3;14.7;13.8;3
2520;From 45 to 54 years;Iceland;Females;Fifth quintile;0.0;43.2;33.0;16.1;7.7;3
2521;From 45 to 54 years;Iceland;Females;First quintile;0.0;32.2;18.8;26.9;22.2;3
2522;From 45 to 54 years;Iceland;Females;Fourth quintile;0.0;48.6;26.0;17.2;8.1;3
2523;From 45 to 54 years;Iceland;Females;Second quintile;0.0;47.1;4.1;29.1;19.8;3
2524;From 45 to 54 years;Iceland;Females;Third quintile;0.0;33.2;19.2;39.7;7.9;3
2530;From 45 to 54 years;Iceland;Males;Fifth quintile;0.0;41.3;35.3;16.0;7.3;3
2531;From 45 to 54 years;Iceland;Males;First quintile;4.4;37.3;25.6;11.6;21.1;3
2532;From 45 to 54 years;Iceland;Males;Fourth quintile;1.8;48.1;33.2;10.0;6.9;3
2533;From 45 to 54 years;Iceland;Males;Second quintile;2.0;58.2;14.0;18.1;7.7;3
2534;From 45 to 54 years;Iceland;Males;Third quintile;0.0;42.9;27.8;18.5;10.7;3
2560;From 45 to 54 years;Latvia;Females;Fifth quintile;0.0;39.8;18.3;31.4;10.5;3
2562;From 45 to 54 years;Latvia;Females;Fourth quintile;0.7;39.7;5.9;34.7;19.0;3
2563;From 45 to 54 years;Latvia;Females;Second quintile;0.8;38.9;6.1;36.3;17.9;3
2564;From 45 to 54 years;Latvia;Females;Third quintile;0.0;44.2;7.5;40.8;7.6;3
2570;From 45 to 54 years;Latvia;Males;Fifth quintile;1.5;40.7;26.1;20.3;11.4;3
2571;From 45 to 54 years;Latvia;Males;First quintile;4.2;30.9;22.5;22.5;19.9;3
2572;From 45 to 54 years;Latvia;Males;Fourth quintile;2.7;44.2;29.2;12.5;11.3;3
2573;From 45 to 54 years;Latvia;Males;Second quintile;2.1;44.5;22.8;21.2;9.5;3
2574;From 45 to 54 years;Latvia;Males;Third quintile;2.1;47.8;15.4;22.6;12.1;3
2580;From 45 to 54 years;Lithuania;Females;Fifth quintile;0.0;49.4;6.5;33.8;10.3;3
2581;From 45 to 54 years;Lithuania;Females;First quintile;0.0;36.8;12.8;36.6;13.8;3
2582;From 45 to 54 years;Lithuania;Females;Fourth quintile;0.0;45.6;7.0;34.4;12.9;3
2583;From 45 to 54 years;Lithuania;Females;Second quintile;0.0;52.1;1.9;27.3;18.7;3
2584;From 45 to 54 years;Lithuania;Females;Third quintile;0.0;44.6;6.2;32.3;16.9;3
2590;From 45 to 54 years;Lithuania;Males;Fifth quintile;1.1;55.1;30.9;8.4;4.6;3
2591;From 45 to 54 years;Lithuania;Males;First quintile;2.6;34.2;35.5;17.9;9.8;3
2592;From 45 to 54 years;Lithuania;Males;Fourth quintile;2.8;57.8;14.1;17.1;8.1;3
2594;From 45 to 54 years;Lithuania;Males;Third quintile;0.0;50.4;28.3;5.0;16.4;3
2603;From 45 to 54 years;Luxembourg;Females;Second quintile;3.4;33.7;28.2;8.5;26.2;3
2621;From 45 to 54 years;Malta;Females;First quintile;4.3;34.0;17.1;17.3;27.3;3
2650;From 45 to 54 years;Norway;Females;Fifth quintile;0.9;52.7;35.5;0.0;10.9;3
2651;From 45 to 54 years;Norway;Females;First quintile;0.8;60.8;20.0;0.0;18.5;3
2652;From 45 to 54 years;Norway;Females;Fourth quintile;1.1;53.9;30.8;0.0;14.2;3
2653;From 45 to 54 years;Norway;Females;Second quintile;0.8;53.2;24.8;0.0;21.2;3
2654;From 45 to 54 years;Norway;Females;Third quintile;0.5;53.0;37.6;0.0;8.9;3
2661;From 45 to 54 years;Norway;Males;First quintile;1.4;43.2;33.2;0.0;22.2;3
2663;From 45 to 54 years;Norway;Males;Second quintile;0.6;49.9;33.0;0.0;16.5;3
2664;From 45 to 54 years;Norway;Males;Third quintile;0.0;62.0;30.8;0.0;7.2;3
2670;From 45 to 54 years;Poland;Females;Fifth quintile;1.6;34.4;15.2;31.2;17.6;3
2680;From 45 to 54 years;Poland;Males;Fifth quintile;4.3;35.5;31.9;20.9;7.5;3
2681;From 45 to 54 years;Poland;Males;First quintile;4.0;35.7;25.9;20.0;14.3;3
2682;From 45 to 54 years;Poland;Males;Fourth quintile;2.1;37.3;27.9;25.0;7.7;3
2683;From 45 to 54 years;Poland;Males;Second quintile;6.1;35.7;24.8;16.4;17.0;3
2684;From 45 to 54 years;Poland;Males;Third quintile;9.1;38.6;23.0;17.3;12.1;3
2720;From 45 to 54 years;Romania;Males;Fifth quintile;6.5;38.7;30.0;10.1;14.8;3
2750;From 45 to 54 years;Slovakia;Males;Fifth quintile;4.7;37.5;32.0;17.7;8.2;3
2751;From 45 to 54 years;Slovakia;Males;First quintile;7.4;35.4;23.6;15.8;17.7;3
2752;From 45 to 54 years;Slovakia;Males;Fourth quintile;3.5;27.6;33.8;21.8;13.2;3
2754;From 45 to 54 years;Slovakia;Males;Third quintile;9.0;32.3;28.9;14.4;15.4;3
2760;From 45 to 54 years;Slovenia;Females;Fifth quintile;4.7;33.9;28.1;14.6;18.7;3
2762;From 45 to 54 years;Slovenia;Females;Fourth quintile;1.0;32.0;25.1;20.3;21.5;3
2802;From 45 to 54 years;Sweden;Females;Fourth quintile;1.3;36.3;39.0;13.8;9.6;3
2804;From 45 to 54 years;Sweden;Females;Third quintile;0.6;31.5;30.0;22.7;15.2;3
2811;From 45 to 54 years;Sweden;Males;First quintile;2.6;34.7;25.4;17.7;19.6;3
2814;From 45 to 54 years;Sweden;Males;Third quintile;4.4;33.1;34.7;16.1;11.8;3
2852;From 55 to 64 years;Austria;Females;Fourth quintile;2.9;36.9;29.3;17.0;13.9;3
2853;From 55 to 64 years;Austria;Females;Second quintile;5.7;36.3;24.7;15.4;17.8;3
2952;From 55 to 64 years;Czechia;Females;Fourth quintile;4.9;27.3;26.4;24.1;17.4;3
2954;From 55 to 64 years;Czechia;Females;Third quintile;4.3;27.3;24.5;25.3;18.5;3
2990;From 55 to 64 years;Estonia;Females;Fifth quintile;0.0;40.1;8.9;40.0;11.0;3
2992;From 55 to 64 years;Estonia;Females;Fourth quintile;0.0;29.5;5.8;54.5;10.2;3
3000;From 55 to 64 years;Estonia;Males;Fifth quintile;2.0;33.5;35.7;20.2;8.5;3
3001;From 55 to 64 years;Estonia;Males;First quintile;8.6;36.4;12.8;27.8;14.4;3
3002;From 55 to 64 years;Estonia;Males;Fourth quintile;5.9;25.6;27.5;26.8;14.1;3
3003;From 55 to 64 years;Estonia;Males;Second quintile;4.7;23.6;32.0;24.3;15.4;3
3004;From 55 to 64 years;Estonia;Males;Third quintile;4.3;29.1;20.2;34.4;12.0;3
3012;From 55 to 64 years;Finland;Females;Fourth quintile;3.0;30.4;37.2;23.4;6.0;3
3014;From 55 to 64 years;Finland;Females;Third quintile;1.6;33.2;32.1;15.2;17.8;3
3031;From 55 to 64 years;Germany;Females;First quintile;5.4;25.1;31.4;17.6;20.5;3
3033;From 55 to 64 years;Germany;Females;Second quintile;4.5;25.3;30.0;18.7;21.5;3
3064;From 55 to 64 years;Greece;Males;Third quintile;9.9;35.3;22.5;8.1;24.1;3
3070;From 55 to 64 years;Hungary;Females;Fifth quintile;1.7;33.7;14.6;27.0;23.1;3
3090;From 55 to 64 years;Iceland;Females;Fifth quintile;0.0;48.1;26.5;13.1;12.3;3
3092;From 55 to 64 years;Iceland;Females;Fourth quintile;0.0;45.7;15.5;25.1;13.8;3
3093;From 55 to 64 years;Iceland;Females;Second quintile;2.7;41.2;11.9;14.7;29.4;3
3101;From 55 to 64 years;Iceland;Males;First quintile;0.0;33.5;14.0;30.6;21.9;3
3103;From 55 to 64 years;Iceland;Males;Second quintile;3.6;35.0;30.6;12.9;17.9;3
3130;From 55 to 64 years;Latvia;Females;Fifth quintile;1.9;43.0;8.5;37.9;8.7;3
3140;From 55 to 64 years;Latvia;Males;Fifth quintile;1.7;35.6;26.7;16.9;19.2;3
3141;From 55 to 64 years;Latvia;Males;First quintile;3.4;38.0;25.2;17.6;15.9;3
3142;From 55 to 64 years;Latvia;Males;Fourth quintile;3.9;37.9;22.9;24.4;10.9;3
3143;From 55 to 64 years;Latvia;Males;Second quintile;1.8;41.7;14.4;18.1;23.9;3
3144;From 55 to 64 years;Latvia;Males;Third quintile;4.0;32.9;11.8;28.8;22.5;3
3150;From 55 to 64 years;Lithuania;Females;Fifth quintile;1.1;43.4;5.4;38.8;11.3;3
3151;From 55 to 64 years;Lithuania;Females;First quintile;0.0;36.8;4.6;40.0;18.5;3
3160;From 55 to 64 years;Lithuania;Males;Fifth quintile;0.0;61.8;18.9;9.7;9.7;3
3161;From 55 to 64 years;Lithuania;Males;First quintile;4.5;41.5;25.4;8.6;19.9;3
3162;From 55 to 64 years;Lithuania;Males;Fourth quintile;3.0;39.1;29.2;20.0;8.6;3
3163;From 55 to 64 years;Lithuania;Males;Second quintile;3.2;34.2;30.5;19.8;12.4;3
3164;From 55 to 64 years;Lithuania;Males;Third quintile;0.0;54.2;11.0;16.5;18.4;3
3173;From 55 to 64 years;Luxembourg;Females;Second quintile;9.2;24.5;29.5;15.8;21.1;3
3201;From 55 to 64 years;Malta;Males;First quintile;14.9;27.5;22.4;12.3;22.9;3
3221;From 55 to 64 years;Norway;Females;First quintile;1.6;44.4;20.6;0.0;33.4;3
3222;From 55 to 64 years;Norway;Females;Fourth quintile;3.0;44.1;33.2;0.0;19.7;3
3223;From 55 to 64 years;Norway;Females;Second quintile;1.4;52.4;27.9;0.0;18.3;3
3224;From 55 to 64 years;Norway;Females;Third quintile;0.8;57.0;30.4;0.0;11.8;3
3231;From 55 to 64 years;Norway;Males;First quintile;6.7;43.4;28.7;0.0;21.1;3
3233;From 55 to 64 years;Norway;Males;Second quintile;3.6;44.2;36.1;0.0;16.1;3
3250;From 55 to 64 years;Poland;Males;Fifth quintile;4.9;37.4;25.3;23.6;8.8;3
3251;From 55 to 64 years;Poland;Males;First quintile;5.3;34.0;24.4;18.8;17.5;3
3252;From 55 to 64 years;Poland;Males;Fourth quintile;5.9;31.4;26.0;22.5;14.1;3
3253;From 55 to 64 years;Poland;Males;Second quintile;5.0;38.0;16.5;21.6;18.9;3
3254;From 55 to 64 years;Poland;Males;Third quintile;5.1;35.3;20.3;21.9;17.4;3
3290;From 55 to 64 years;Romania;Males;Fifth quintile;6.3;37.4;24.7;8.0;23.6;3
3292;From 55 to 64 years;Romania;Males;Fourth quintile;8.6;34.8;29.6;4.9;22.1;3
3320;From 55 to 64 years;Slovakia;Males;Fifth quintile;10.8;25.4;29.1;24.1;10.6;3
3330;From 55 to 64 years;Slovenia;Females;Fifth quintile;4.5;37.6;18.0;20.2;19.9;3
3373;From 55 to 64 years;Sweden;Females;Second quintile;4.4;22.6;33.7;28.1;11.1;3
3422;From 65 to 74 years;Austria;Females;Fourth quintile;7.3;29.8;28.1;15.0;19.8;3
3424;From 65 to 74 years;Austria;Females;Third quintile;7.7;33.0;22.7;18.1;18.5;3
3520;From 65 to 74 years;Czechia;Females;Fifth quintile;14.5;39.0;24.1;11.2;11.2;3
3524;From 65 to 74 years;Czechia;Females;Third quintile;5.2;25.3;21.5;29.0;19.0;3
3560;From 65 to 74 years;Estonia;Females;Fifth quintile;0.0;33.3;9.3;47.1;10.3;3
3570;From 65 to 74 years;Estonia;Males;Fifth quintile;4.0;52.4;13.4;26.8;3.4;3
3571;From 65 to 74 years;Estonia;Males;First quintile;12.7;34.4;12.4;19.9;20.6;3
3572;From 65 to 74 years;Estonia;Males;Fourth quintile;9.7;39.0;20.2;4.2;27.0;3
3573;From 65 to 74 years;Estonia;Males;Second quintile;5.1;31.4;15.8;27.1;20.6;3
3574;From 65 to 74 years;Estonia;Males;Third quintile;5.3;28.3;21.5;29.6;15.3;3
3582;From 65 to 74 years;Finland;Females;Fourth quintile;2.0;27.4;35.4;20.5;14.7;3
3584;From 65 to 74 years;Finland;Females;Third quintile;0.8;30.5;31.2;15.5;22.0;3
3586;From 65 to 74 years;Finland;Males;First quintile;1.2;34.3;24.9;8.5;31.1;3
3589;From 65 to 74 years;Finland;Males;Third quintile;4.4;32.4;34.9;12.5;15.9;3
3601;From 65 to 74 years;Germany;Females;First quintile;8.3;23.0;28.6;17.0;23.2;3
3603;From 65 to 74 years;Germany;Females;Second quintile;4.6;30.4;34.8;14.6;15.7;3
3660;From 65 to 74 years;Iceland;Females;Fifth quintile;2.3;43.2;35.5;9.8;9.2;3
3661;From 65 to 74 years;Iceland;Females;First quintile;0.0;27.0;26.1;20.4;26.4;3
3662;From 65 to 74 years;Iceland;Females;Fourth quintile;0.0;46.4;9.0;25.8;18.7;3
3670;From 65 to 74 years;Iceland;Males;Fifth quintile;0.0;38.5;35.6;7.0;18.9;3
3673;From 65 to 74 years;Iceland;Males;Second quintile;0.0;39.9;17.7;18.3;24.1;3
3674;From 65 to 74 years;Iceland;Males;Third quintile;2.4;46.6;27.7;15.4;7.9;3
3711;From 65 to 74 years;Latvia;Males;First quintile;3.6;32.8;16.0;32.1;15.5;3
3712;From 65 to 74 years;Latvia;Males;Fourth quintile;5.0;33.0;14.1;33.5;14.5;3
3713;From 65 to 74 years;Latvia;Males;Second quintile;4.9;40.1;10.2;23.9;20.9;3
3714;From 65 to 74 years;Latvia;Males;Third quintile;8.0;33.9;13.1;25.6;19.5;3
3720;From 65 to 74 years;Lithuania;Females;Fifth quintile;0.0;30.8;14.0;36.4;18.7;3
3731;From 65 to 74 years;Lithuania;Males;First quintile;2.1;30.6;18.0;25.3;24.0;3
3733;From 65 to 74 years;Lithuania;Males;Second quintile;1.7;37.2;18.0;20.8;22.3;3
3791;From 65 to 74 years;Norway;Females;First quintile;3.1;49.1;15.1;0.0;32.6;3
3792;From 65 to 74 years;Norway;Females;Fourth quintile;1.3;44.1;40.4;0.0;14.1;3
3793;From 65 to 74 years;Norway;Females;Second quintile;1.7;48.9;23.1;0.0;26.2;3
3794;From 65 to 74 years;Norway;Females;Third quintile;4.9;39.7;35.3;0.0;20.1;3
3801;From 65 to 74 years;Norway;Males;First quintile;5.5;40.6;30.3;0.0;23.5;3
3820;From 65 to 74 years;Poland;Males;Fifth quintile;7.4;36.1;21.8;20.9;13.9;3
3860;From 65 to 74 years;Romania;Males;Fifth quintile;8.2;40.2;17.8;5.3;28.5;3
3891;From 65 to 74 years;Slovakia;Males;First quintile;0.0;38.1;13.7;21.6;26.6;3
3900;From 65 to 74 years;Slovenia;Females;Fifth quintile;12.8;41.8;15.6;9.9;19.9;3
3904;From 65 to 74 years;Slovenia;Females;Third quintile;11.0;24.1;29.2;19.9;15.8;3
