,age,geo,sex,isced11,Frequent drinkers,Non-drinkers,Occasional drinkers,clusters
602,From 15 to 24 years,Romania,Females,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),-1.6702632806215556,1.6873663713100169,-0.4539915146974472,0
606,From 15 to 24 years,Romania,Males,"Less than primary, primary and lower secondary education (levels 0-2)",-1.1928961410917616,1.7442897388023395,-0.8785509744612467,0
607,From 15 to 24 years,Romania,Males,Tertiary education (levels 5-8),-0.8117099249556,0.6621043337751468,0.7594544321538009,2
608,From 15 to 24 years,Romania,Males,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),-0.7930147661588222,1.0004833539456317,0.23452076222666723,0
618,From 15 to 24 years,Slovakia,Females,"Less than primary, primary and lower secondary education (levels 0-2)",-1.517504574771244,1.6637217682400418,-0.48281950509694366,0
619,From 15 to 24 years,Slovakia,Females,Tertiary education (levels 5-8),-0.9477948973491825,-0.10548018513734961,1.7518745941144365,2
620,From 15 to 24 years,Slovakia,Females,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),-1.139331357767611,0.5885080233472063,1.123852327755007,2
624,From 15 to 24 years,Slovakia,Males,"Less than primary, primary and lower secondary education (levels 0-2)",-0.9680618836985244,1.3137191807059394,-0.16747355503801184,0
625,From 15 to 24 years,Slovakia,Males,Tertiary education (levels 5-8),-0.11820458524284289,-0.9380575945599193,1.5289001695499358,2
626,From 15 to 24 years,Slovakia,Males,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),-0.21439066364087409,-0.21586662304100498,1.1293497547236866,2
630,From 15 to 24 years,Slovenia,Females,"Less than primary, primary and lower secondary education (levels 0-2)",-0.9612810999032383,0.7870486181679501,0.7150648554810362,0
631,From 15 to 24 years,Slovenia,Females,Tertiary education (levels 5-8),-0.4758873045844877,-0.5666933960793833,1.6867145984063996,2
632,From 15 to 24 years,Slovenia,Females,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),-0.5194098146225489,-0.03552399605436238,1.293961811813127,2
636,From 15 to 24 years,Slovenia,Males,"Less than primary, primary and lower secondary education (levels 0-2)",-0.6783359666871599,0.5251602221919517,0.8204095887120609,2
637,From 15 to 24 years,Slovenia,Males,Tertiary education (levels 5-8),0.7714541331881136,-0.482783247771692,0.04267128942630234,1
638,From 15 to 24 years,Slovenia,Males,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),0.5478044994834426,-0.869206198207635,0.6316983950147366,2
642,From 15 to 24 years,Spain,Females,"Less than primary, primary and lower secondary education (levels 0-2)",-0.8753179063852597,1.2523927418267624,-0.13329338181515243,0
643,From 15 to 24 years,Spain,Females,Tertiary education (levels 5-8),-0.25378160474522643,-0.12340455158250699,1.0963549538156667,2
644,From 15 to 24 years,Spain,Females,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),-0.4758873045844877,0.28909603001860074,0.9089090287420613,2
648,From 15 to 24 years,Spain,Males,"Less than primary, primary and lower secondary education (levels 0-2)",-0.38062910366569175,0.9935665995454002,-0.16747355503801184,0
649,From 15 to 24 years,Spain,Males,Tertiary education (levels 5-8),1.3554509270938075,-0.8035438121636159,-0.7030745786796633,1
650,From 15 to 24 years,Spain,Males,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),0.5007461263424976,-0.306862022199655,0.30757925892782667,1
654,From 15 to 24 years,Sweden,Females,"Less than primary, primary and lower secondary education (levels 0-2)",-0.6491380490368738,0.11273152816372979,1.2720477447071266,2
655,From 15 to 24 years,Sweden,Females,Tertiary education (levels 5-8),-1.9439920912916566,-2.428056151860982,-2.3527713147426024,1
656,From 15 to 24 years,Sweden,Females,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),-0.16109767928981167,-0.41013864916506154,1.2336730792603594,2
660,From 15 to 24 years,Sweden,Males,"Less than primary, primary and lower secondary education (levels 0-2)",-0.6666108785856961,0.0700243343606802,1.3322866369999997,2
661,From 15 to 24 years,Sweden,Males,Tertiary education (levels 5-8),0.8915225739147522,-0.4172587019705207,-0.20169510242809482,1
662,From 15 to 24 years,Sweden,Males,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),0.27302472198983035,-0.9380575945599193,1.046816285757025,2
666,From 15 to 24 years,Türkiye,Females,"Less than primary, primary and lower secondary education (levels 0-2)",-1.9083001299642055,2.371483862567488,-2.1495941852741653,0
667,From 15 to 24 years,Türkiye,Females,Tertiary education (levels 5-8),-1.8286183973329546,2.1436685425515627,-1.5071771152463624,0
668,From 15 to 24 years,Türkiye,Females,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),-1.8591291047171694,2.2309355321531386,-1.7424931577881257,0
672,From 15 to 24 years,Türkiye,Males,"Less than primary, primary and lower secondary education (levels 0-2)",-1.5378910969408106,2.0786929620594994,-1.4765978949483065,0
673,From 15 to 24 years,Türkiye,Males,Tertiary education (levels 5-8),-1.411786946373767,1.8815223398868623,-1.043773091025167,0
674,From 15 to 24 years,Türkiye,Males,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),-1.4302864671909545,1.7924911136985746,-0.8316088625565682,0
678,From 15 to 24 years,United Kingdom,Females,"Less than primary, primary and lower secondary education (levels 0-2)",-0.6145926250805402,0.9935665995454002,0.07095713540058564,0
679,From 15 to 24 years,United Kingdom,Females,Tertiary education (levels 5-8),0.6554748112194168,-0.8788380724030245,0.475589079992093,1
680,From 15 to 24 years,United Kingdom,Females,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),0.05653540876608679,-0.007155159845682688,0.6205692306687686,2
681,From 15 to 24 years,United Kingdom,Males,"Less than primary, primary and lower secondary education (levels 0-2)",-0.3496376367014587,0.49057250065453817,0.5314176934128448,2
682,From 15 to 24 years,United Kingdom,Males,Tertiary education (levels 5-8),0.6970012052894743,-0.2672688792351827,-0.025321166217241876,1
683,From 15 to 24 years,United Kingdom,Males,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),0.5633655073617707,0.10744588919150992,-0.1845791114788361,1
684,From 25 to 34 years,Austria,Females,"Less than primary, primary and lower secondary education (levels 0-2)",-1.4490854999404736,1.0039339833122245,0.72061628192098,0
685,From 25 to 34 years,Austria,Females,Tertiary education (levels 5-8),-0.011277592569121768,-0.2607587187533571,0.9365263965338907,2
686,From 25 to 34 years,Austria,Females,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),-0.713890975832626,0.22046915107097068,1.2117302618229937,2
690,From 25 to 34 years,Austria,Males,"Less than primary, primary and lower secondary education (levels 0-2)",-0.1419573399716936,0.250176196123708,0.5871621742527765,2
691,From 25 to 34 years,Austria,Males,Tertiary education (levels 5-8),1.1833735632498086,-1.3212129545945008,-0.13329338181515243,1
692,From 25 to 34 years,Austria,Males,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),0.5865925916425672,-0.7762919956604551,0.5202587602429231,2
696,From 25 to 34 years,Belgium,Females,"Less than primary, primary and lower secondary education (levels 0-2)",-1.154445845444035,1.9057450655683315,-1.3006966401118687,0
697,From 25 to 34 years,Belgium,Females,Tertiary education (levels 5-8),0.3147414816211894,-0.6804706253634387,0.8314824681005866,2
698,From 25 to 34 years,Belgium,Females,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),-0.42252947469389884,0.2353793596476324,0.9144339607962327,2
702,From 25 to 34 years,Belgium,Males,"Less than primary, primary and lower secondary education (levels 0-2)",0.5943048422628511,0.2939072862112568,-0.4424697615226031,1
703,From 25 to 34 years,Belgium,Males,Tertiary education (levels 5-8),1.4743976948994684,-1.0537218433614481,-0.7730855073017943,1
704,From 25 to 34 years,Belgium,Males,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),1.0362859204131123,-0.47537003955679724,-0.38494041350979974,1
708,From 25 to 34 years,Bulgaria,Females,"Less than primary, primary and lower secondary education (levels 0-2)",-1.2565723474594095,1.5199597222903383,-0.3504850963709299,0
709,From 25 to 34 years,Bulgaria,Females,Tertiary education (levels 5-8),-0.1948975772573156,-0.007155159845682688,0.9199581622086292,2
710,From 25 to 34 years,Bulgaria,Females,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),-0.6145926250805402,0.21547351341064636,1.123852327755007,2
714,From 25 to 34 years,Bulgaria,Males,"Less than primary, primary and lower secondary education (levels 0-2)",0.36417174924123646,0.1699211957790019,0.025687361513837808,1
715,From 25 to 34 years,Bulgaria,Males,Tertiary education (levels 5-8),0.49284719147131933,-0.15980664906256842,0.1894821333044421,1
716,From 25 to 34 years,Bulgaria,Males,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),0.524346491638017,-0.46799088164131,0.4028830080065343,2
720,From 25 to 34 years,Croatia,Females,"Less than primary, primary and lower secondary education (levels 0-2)",-1.9439920912916566,-2.428056151860982,-2.3527713147426024,1
721,From 25 to 34 years,Croatia,Females,Tertiary education (levels 5-8),-0.9817004303364366,1.0651843262045428,0.2963497488907787,0
722,From 25 to 34 years,Croatia,Females,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),-1.1095309109600953,1.3882905730309327,-0.19028327784947294,0
726,From 25 to 34 years,Croatia,Males,"Less than primary, primary and lower secondary education (levels 0-2)",0.6970012052894743,0.6500130136254321,-1.0734383152551978,1
727,From 25 to 34 years,Croatia,Males,Tertiary education (levels 5-8),-0.05267654207183279,-0.024123430604795777,0.7649996389928938,2
728,From 25 to 34 years,Croatia,Males,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),0.05205894369618137,0.22545195051043931,0.3748795187250997,2
732,From 25 to 34 years,Cyprus,Females,"Less than primary, primary and lower secondary education (levels 0-2)",-1.5482398666179291,2.014508078615978,-1.306723793280256,0
733,From 25 to 34 years,Cyprus,Females,Tertiary education (levels 5-8),-0.7198737372264435,1.0381606747165193,0.1048664112556893,0
734,From 25 to 34 years,Cyprus,Females,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),-1.1773989318551867,1.674256695665249,-0.726385874290764,0
738,From 25 to 34 years,Cyprus,Males,"Less than primary, primary and lower secondary education (levels 0-2)",-0.3962626995376209,1.0550870487145068,-0.2531066196274922,0
739,From 25 to 34 years,Cyprus,Males,Tertiary education (levels 5-8),0.28977004239013765,-0.0015338841262776814,0.30757925892782667,2
740,From 25 to 34 years,Cyprus,Males,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),0.18807715309991707,0.1699211957790019,0.26825973178694323,2
744,From 25 to 34 years,Czechia,Females,"Less than primary, primary and lower secondary education (levels 0-2)",-1.9439920912916566,-2.428056151860982,-2.3527713147426024,1
745,From 25 to 34 years,Czechia,Females,Tertiary education (levels 5-8),0.14044525939744168,-0.30019858281595146,0.7871727778006806,2
746,From 25 to 34 years,Czechia,Females,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),-0.1040430445770238,-0.6306726240519489,1.3268135829190721,2
750,From 25 to 34 years,Czechia,Males,"Less than primary, primary and lower secondary education (levels 0-2)",-1.9439920912916566,-2.428056151860982,-2.3527713147426024,1
751,From 25 to 34 years,Czechia,Males,Tertiary education (levels 5-8),1.2569109089941328,-1.7636145167944117,-0.09915387011861038,1
752,From 25 to 34 years,Czechia,Males,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),1.1529643062332429,-1.0427878669710153,-0.2131116058308067,1
756,From 25 to 34 years,Denmark,Females,"Less than primary, primary and lower secondary education (levels 0-2)",-1.9439920912916566,-2.428056151860982,-2.3527713147426024,1
757,From 25 to 34 years,Denmark,Females,Tertiary education (levels 5-8),0.061005690335283545,-0.7853194186659582,1.228188363809911,2
758,From 25 to 34 years,Denmark,Females,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),-0.8432585257476597,-0.1536872283080699,1.7084437107970518,2
762,From 25 to 34 years,Denmark,Males,"Less than primary, primary and lower secondary education (levels 0-2)",0.17946638824433297,-0.31355188519790317,0.7428141736871048,2
763,From 25 to 34 years,Denmark,Males,Tertiary education (levels 5-8),0.9873748275613665,-1.2297898778807805,0.1500224576921773,1
764,From 25 to 34 years,Denmark,Males,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),0.6932433732441894,-1.2048650309703375,0.5983011341513383,2
768,From 25 to 34 years,Estonia,Females,"Less than primary, primary and lower secondary education (levels 0-2)",-0.6375644699065302,-0.012793754024529352,1.3815155673265613,2
769,From 25 to 34 years,Estonia,Females,Tertiary education (levels 5-8),-0.3858299300204204,-0.705998292778711,1.6921477356977814,2
770,From 25 to 34 years,Estonia,Females,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),-0.6960411813847869,-0.320268432955143,1.7138745598127514,2
774,From 25 to 34 years,Estonia,Males,"Less than primary, primary and lower secondary education (levels 0-2)",0.3147414816211894,-0.9380575945599193,0.9917069206101907,2
775,From 25 to 34 years,Estonia,Males,Tertiary education (levels 5-8),0.7343933572885208,-1.376738496509531,0.6038693835779059,1
776,From 25 to 34 years,Estonia,Males,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),0.32302683060709864,-1.4201707237493746,1.2007548859550772,2
780,From 25 to 34 years,Finland,Females,"Less than primary, primary and lower secondary education (levels 0-2)",-1.9439920912916566,-2.428056151860982,-2.3527713147426024,1
781,From 25 to 34 years,Finland,Females,Tertiary education (levels 5-8),-0.12294000961891587,-0.7853194186659582,1.441615264637452,2
782,From 25 to 34 years,Finland,Females,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),-0.3342761603347085,-0.6889317697085652,1.6160312333575653,2
783,From 25 to 34 years,Finland,Males,"Less than primary, primary and lower secondary education (levels 0-2)",-1.9439920912916566,-2.428056151860982,-2.3527713147426024,1
784,From 25 to 34 years,Finland,Males,Tertiary education (levels 5-8),0.7898633257992286,-0.7319690399708783,0.1894821333044421,1
785,From 25 to 34 years,Finland,Males,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),0.7566689518684329,-1.1446223839418022,0.464413097667725,1
792,From 25 to 34 years,Germany,Females,"Less than primary, primary and lower secondary education (levels 0-2)",-0.5359325896832258,0.428612946963219,0.8037946019056271,2
793,From 25 to 34 years,Germany,Females,Tertiary education (levels 5-8),0.4290605737701432,-0.5433633315111491,0.5871621742527771,2
794,From 25 to 34 years,Germany,Females,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),-0.12294000961891587,-0.320268432955143,1.118354219815275,2
798,From 25 to 34 years,Germany,Males,"Less than primary, primary and lower secondary education (levels 0-2)",0.5400008015523323,0.015227336370865102,-0.04801934116809089,1
799,From 25 to 34 years,Germany,Males,Tertiary education (levels 5-8),1.2734706658078638,-1.2297898778807805,-0.32754028413687525,1
800,From 25 to 34 years,Germany,Males,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),1.0258488947464406,-0.859639288893319,-0.10484099455157911,1
804,From 25 to 34 years,Greece,Females,"Less than primary, primary and lower secondary education (levels 0-2)",-0.49211834134498045,1.0176852914978127,-0.08778294899052469,0
805,From 25 to 34 years,Greece,Females,Tertiary education (levels 5-8),-0.075917732699421,0.13372748974382095,0.642824321715541,2
806,From 25 to 34 years,Greece,Females,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),-0.725873172017764,0.6337844146164718,0.7150648554810362,2
810,From 25 to 34 years,Greece,Males,"Less than primary, primary and lower secondary education (levels 0-2)",0.2561997750319394,0.30349477467619274,0.025687361513837808,2
811,From 25 to 34 years,Greece,Males,Tertiary education (levels 5-8),0.9803444532646006,-1.6484735014298035,0.32441661825128093,1
812,From 25 to 34 years,Greece,Males,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),0.7306692194854993,-0.5127845328796548,0.12745241152386494,1
816,From 25 to 34 years,Hungary,Females,"Less than primary, primary and lower secondary education (levels 0-2)",-1.9439920912916566,1.4578421324540531,0.1330964123949191,0
817,From 25 to 34 years,Hungary,Females,Tertiary education (levels 5-8),-0.7622290024893817,0.18013756106303605,1.3049149706854812,2
818,From 25 to 34 years,Hungary,Females,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),-1.185127568858884,0.678121061873921,1.035800042086408,2
822,From 25 to 34 years,Hungary,Males,"Less than primary, primary and lower secondary education (levels 0-2)",-0.020429973976213347,0.4818345995601499,0.16130154862029303,2
823,From 25 to 34 years,Hungary,Males,Tertiary education (levels 5-8),0.44110259771317906,-0.7944030656112799,0.7428141736871048,2
824,From 25 to 34 years,Hungary,Males,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),0.05205894369618105,-0.5588780721660308,1.085351202980476,2
828,From 25 to 34 years,Iceland,Females,"Less than primary, primary and lower secondary education (levels 0-2)",-1.439647511821343,-0.7944030656112799,2.5973925386733425,2
829,From 25 to 34 years,Iceland,Females,Tertiary education (levels 5-8),-0.5084567209749719,-1.281192322283999,2.1034491827696495,2
830,From 25 to 34 years,Iceland,Females,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),-1.139331357767611,-1.3626117347546927,2.6828891501096352,2
834,From 25 to 34 years,Iceland,Males,"Less than primary, primary and lower secondary education (levels 0-2)",-0.34450735104670666,-0.0877341990632599,1.1678127781906231,2
835,From 25 to 34 years,Iceland,Males,Tertiary education (levels 5-8),0.1535024576562695,-1.5123014028394794,1.447075153471359,2
836,From 25 to 34 years,Iceland,Males,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),-0.03420897625833793,-1.3212129545945008,1.6160312333575653,2
840,From 25 to 34 years,Ireland,Females,"Less than primary, primary and lower secondary education (levels 0-2)",-0.17071483081021516,0.428612946963219,0.4084810407288325,2
841,From 25 to 34 years,Ireland,Females,Tertiary education (levels 5-8),0.21378041641059728,-0.9280116441242399,1.118354219815275,2
842,From 25 to 34 years,Ireland,Females,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),0.21804571418782429,-0.6144277483924275,0.9199581622086292,2
846,From 25 to 34 years,Ireland,Males,"Less than primary, primary and lower secondary education (levels 0-2)",0.388638356926245,-0.38896210891580224,0.525838648379155,2
847,From 25 to 34 years,Ireland,Males,Tertiary education (levels 5-8),0.7898633257992279,-1.0647464345239734,0.3860835877489717,1
848,From 25 to 34 years,Ireland,Males,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),0.48889163355784276,-0.39599067832404206,0.39728408962596534,2
852,From 25 to 34 years,Latvia,Females,"Less than primary, primary and lower secondary education (levels 0-2)",-1.5692671199600756,0.14932332326149744,1.9090121301678231,2
853,From 25 to 34 years,Latvia,Females,Tertiary education (levels 5-8),-0.2836918026643809,-0.43880715757271166,1.386982294962443,2
854,From 25 to 34 years,Latvia,Females,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),-1.331856648400048,-0.07600049436511706,2.000914717448802,2
858,From 25 to 34 years,Latvia,Males,"Less than primary, primary and lower secondary education (levels 0-2)",-0.0342089762583376,-0.740727758699862,1.3213398903291198,2
859,From 25 to 34 years,Latvia,Males,Tertiary education (levels 5-8),0.2009528071642626,-0.869206198207635,1.1018557979153554,2
860,From 25 to 34 years,Latvia,Males,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),-0.006711388160570116,-1.0647464345239734,1.4634511303505138,2
864,From 25 to 34 years,Lithuania,Females,"Less than primary, primary and lower secondary education (levels 0-2)",-1.9439920912916566,-2.428056151860982,-2.3527713147426024,1
865,From 25 to 34 years,Lithuania,Females,Tertiary education (levels 5-8),-1.0586650030125857,-0.3405808589415398,2.0333143487107224,2
866,From 25 to 34 years,Lithuania,Females,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),-1.5378910969408106,-0.7495386280894626,2.618777534174902,2
870,From 25 to 34 years,Lithuania,Males,"Less than primary, primary and lower secondary education (levels 0-2)",0.9485715562862217,-1.376738496509531,0.26825973178694323,1
871,From 25 to 34 years,Lithuania,Males,Tertiary education (levels 5-8),-0.47050040293104844,-1.132906982560251,2.000914717448802,2
872,From 25 to 34 years,Lithuania,Males,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),0.12295614548321304,-1.1804244326390507,1.359642367330791,2
876,From 25 to 34 years,Luxembourg,Females,"Less than primary, primary and lower secondary education (levels 0-2)",-0.5359325896832258,0.47745174094211584,0.7428141736871048,2
877,From 25 to 34 years,Luxembourg,Females,Tertiary education (levels 5-8),0.5788653520594913,-0.11740966805640461,0.02002396561168019,1
878,From 25 to 34 years,Luxembourg,Females,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),-0.6088854653469571,0.2794381392139645,1.0578297354536434,2
882,From 25 to 34 years,Luxembourg,Males,"Less than primary, primary and lower secondary education (levels 0-2)",0.5439045942312616,-0.2542732627860266,0.19511533109942003,1
883,From 25 to 34 years,Luxembourg,Males,Tertiary education (levels 5-8),1.4232989766818065,-1.010511681029816,-0.7030745786796633,1
884,From 25 to 34 years,Luxembourg,Males,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),1.1325832506707274,-0.9894153677049423,-0.1959886070187835,1
888,From 25 to 34 years,Malta,Females,"Less than primary, primary and lower secondary education (levels 0-2)",-0.26869651135355416,0.26973259644310327,0.7150648554810362,2
889,From 25 to 34 years,Malta,Females,Tertiary education (levels 5-8),0.40485990515627074,-0.482783247771692,0.576019921252096,2
890,From 25 to 34 years,Malta,Females,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),0.034090662083240894,-0.31355188519790317,0.9254816343756929,2
894,From 25 to 34 years,Malta,Males,"Less than primary, primary and lower secondary education (levels 0-2)",0.8627192093590158,-0.9180377610467428,0.18948213330444263,1
895,From 25 to 34 years,Malta,Males,Tertiary education (levels 5-8),1.0812425077045384,-1.685431032617389,0.17257671138621847,1
896,From 25 to 34 years,Malta,Males,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),0.30643700148228137,-0.3819633917272083,0.6316983950147366,2
906,From 25 to 34 years,Norway,Females,"Less than primary, primary and lower secondary education (levels 0-2)",-0.793014766158822,0.40602148342909744,1.0743446936437955,2
907,From 25 to 34 years,Norway,Females,Tertiary education (levels 5-8),-0.15630091406332275,-0.4244099100011285,1.2336730792603594,2
908,From 25 to 34 years,Norway,Females,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),-0.6491380490368738,-0.2542732627860266,1.6160312333575653,2
912,From 25 to 34 years,Norway,Males,"Less than primary, primary and lower secondary education (levels 0-2)",-0.4651250804571576,-0.1536872283080699,1.3432308339379846,2
913,From 25 to 34 years,Norway,Males,Tertiary education (levels 5-8),0.6592673955782561,-0.9789887331399793,0.5369958971846214,1
914,From 25 to 34 years,Norway,Males,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),0.19237441388367257,-0.8313177404011111,1.085351202980476,2
918,From 25 to 34 years,Poland,Females,"Less than primary, primary and lower secondary education (levels 0-2)",-1.216448673607111,1.007379472879224,0.5648743609973972,0
919,From 25 to 34 years,Poland,Females,Tertiary education (levels 5-8),-0.6031923857035849,0.09149937459154428,1.2501232859738802,2
920,From 25 to 34 years,Poland,Females,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),-0.8882911265943684,0.33669046747150244,1.2336730792603594,2
924,From 25 to 34 years,Poland,Males,"Less than primary, primary and lower secondary education (levels 0-2)",0.3105916423253263,-0.24781228035292938,0.5090964472613174,2
925,From 25 to 34 years,Poland,Males,Tertiary education (levels 5-8),0.4849319963746187,-1.348651716426509,0.9530881050479135,2
926,From 25 to 34 years,Poland,Males,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),0.28977004239013765,-0.9686410833000109,1.0413085138103335,2
930,From 25 to 34 years,Portugal,Females,"Less than primary, primary and lower secondary education (levels 0-2)",-0.6203139838500942,1.2771081676204803,-0.4194422442811384,0
931,From 25 to 34 years,Portugal,Females,Tertiary education (levels 5-8),-0.5249048928367009,0.2987068443575879,0.9475682583399737,2
932,From 25 to 34 years,Portugal,Females,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),-0.5693231374619259,0.7641590697553168,0.3804820001593888,2
936,From 25 to 34 years,Portugal,Males,"Less than primary, primary and lower secondary education (levels 0-2)",1.0501652597933828,-0.40304941743715345,-0.4655186455484191,1
937,From 25 to 34 years,Portugal,Males,Tertiary education (levels 5-8),1.0397596734295707,-1.348651716426509,0.11051441597884808,1
938,From 25 to 34 years,Portugal,Males,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),0.8081932978493599,-0.7944030656112799,0.20074756150068251,1
942,From 25 to 34 years,Romania,Females,"Less than primary, primary and lower secondary education (levels 0-2)",-1.094836038340203,0.9796705678284298,0.5202587602429231,0
943,From 25 to 34 years,Romania,Females,Tertiary education (levels 5-8),-1.4778835827445034,1.2021940049945292,0.4028830080065343,0
944,From 25 to 34 years,Romania,Females,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),-1.3845654733548605,1.236817140147169,0.28511653528611425,0
948,From 25 to 34 years,Romania,Males,"Less than primary, primary and lower secondary education (levels 0-2)",0.7492568747752255,-0.07016225863804959,-0.28743488429049197,1
949,From 25 to 34 years,Romania,Males,Tertiary education (levels 5-8),-0.229098155848933,0.14932332326149744,0.7927141480544021,2
950,From 25 to 34 years,Romania,Males,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),0.32302683060709864,-0.30019858281595146,0.5369958971846214,2
960,From 25 to 34 years,Slovakia,Females,"Less than primary, primary and lower secondary education (levels 0-2)",-0.7992274600972212,1.0985314709647347,0.07095713540058564,0
961,From 25 to 34 years,Slovakia,Females,Tertiary education (levels 5-8),-0.9079172856548566,0.20544339350795662,1.4033787208910309,2
962,From 25 to 34 years,Slovakia,Females,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),-1.1851275688588838,0.41960645987323353,1.3651116128458618,2
966,From 25 to 34 years,Slovakia,Males,"Less than primary, primary and lower secondary education (levels 0-2)",0.5400008015523323,-0.30019858281595146,0.2401462874276813,1
967,From 25 to 34 years,Slovakia,Males,Tertiary education (levels 5-8),-0.17071483081021516,-0.43880715757271166,1.2610868187592503,2
968,From 25 to 34 years,Slovakia,Males,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),0.05653540876608679,-0.490230898253036,1.035800042086408,2
972,From 25 to 34 years,Slovenia,Females,"Less than primary, primary and lower secondary education (levels 0-2)",-1.9439920912916566,-2.428056151860982,-2.3527713147426024,1
973,From 25 to 34 years,Slovenia,Females,Tertiary education (levels 5-8),-0.19975846788629245,-0.19072827939122353,1.1018557979153554,2
974,From 25 to 34 years,Slovenia,Females,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),-0.6666108785856961,0.08079264553727108,1.3213398903291198,2
978,From 25 to 34 years,Slovenia,Males,"Less than primary, primary and lower secondary education (levels 0-2)",0.524346491638017,-0.3819633917272083,0.3356369460205189,1
979,From 25 to 34 years,Slovenia,Males,Tertiary education (levels 5-8),0.9521129831533817,-0.9481769164848688,0.07095713540058564,1
980,From 25 to 34 years,Slovenia,Males,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),0.6478790244305448,-0.39599067832404206,0.1669396197868828,1
984,From 25 to 34 years,Spain,Females,"Less than primary, primary and lower secondary education (levels 0-2)",-0.9545255430757351,1.1702805613682066,0.08226429203727263,0
985,From 25 to 34 years,Spain,Females,Tertiary education (levels 5-8),0.19237441388367194,0.1953609224431619,0.23452076222666723,2
986,From 25 to 34 years,Spain,Females,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),-0.354777801215485,0.5379838310509384,0.470001519802708,2
990,From 25 to 34 years,Spain,Males,"Less than primary, primary and lower secondary education (levels 0-2)",0.4650721171988626,0.22046915107097068,-0.16177400583741652,1
991,From 25 to 34 years,Spain,Males,Tertiary education (levels 5-8),1.001402988547,-0.8788380724030245,-0.048019341168090625,1
992,From 25 to 34 years,Spain,Males,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),0.5321815010817584,-0.5433633315111491,0.44205075096408863,2
996,From 25 to 34 years,Sweden,Females,"Less than primary, primary and lower secondary education (levels 0-2)",-0.8369088303310096,1.0211104100300514,0.23452076222666776,0
