;age;geo;sex;quant_inc;Every day;Every month;Every week;Less than once a month;Never or not in the last 12 months;clusters
2449;From 45 to 54 years;Finland;Males;Third quintile;4.4;22.3;45.9;20.1;7.4;2
2460;From 45 to 54 years;Germany;Females;Fifth quintile;8.3;24.7;49.3;10.9;6.8;2
2462;From 45 to 54 years;Germany;Females;Fourth quintile;4.7;30.3;41.9;16.3;6.9;2
2463;From 45 to 54 years;Germany;Females;Second quintile;6.6;29.3;35.7;17.5;10.9;2
2464;From 45 to 54 years;Germany;Females;Third quintile;6.3;26.5;37.3;21.2;8.7;2
2470;From 45 to 54 years;Germany;Males;Fifth quintile;16.2;17.1;58.1;4.8;3.9;2
2471;From 45 to 54 years;Germany;Males;First quintile;16.6;19.0;35.1;12.9;16.3;2
2472;From 45 to 54 years;Germany;Males;Fourth quintile;12.1;18.6;57.1;5.3;6.9;2
2473;From 45 to 54 years;Germany;Males;Second quintile;15.0;21.1;46.1;8.6;9.1;2
2474;From 45 to 54 years;Germany;Males;Third quintile;13.9;21.2;45.8;9.1;10.0;2
2491;From 45 to 54 years;Greece;Males;First quintile;11.5;22.3;34.0;7.0;25.1;2
2493;From 45 to 54 years;Greece;Males;Second quintile;10.8;24.2;44.1;8.4;12.5;2
2510;From 45 to 54 years;Hungary;Males;Fifth quintile;9.4;27.2;33.2;15.7;14.5;2
2540;From 45 to 54 years;Ireland;Females;Fifth quintile;1.2;21.4;49.9;9.4;18.2;2
2541;From 45 to 54 years;Ireland;Females;First quintile;0.6;26.6;47.7;10.3;14.8;2
2542;From 45 to 54 years;Ireland;Females;Fourth quintile;1.1;19.8;49.2;13.7;16.2;2
2543;From 45 to 54 years;Ireland;Females;Second quintile;1.9;22.5;47.5;9.0;19.1;2
2544;From 45 to 54 years;Ireland;Females;Third quintile;0.8;25.0;46.8;10.6;16.8;2
2550;From 45 to 54 years;Ireland;Males;Fifth quintile;2.5;27.6;54.7;4.7;10.5;2
2551;From 45 to 54 years;Ireland;Males;First quintile;3.4;19.6;50.6;8.7;17.6;2
2552;From 45 to 54 years;Ireland;Males;Fourth quintile;3.3;25.2;54.0;7.6;9.9;2
2553;From 45 to 54 years;Ireland;Males;Second quintile;2.4;13.5;65.6;6.5;12.0;2
2554;From 45 to 54 years;Ireland;Males;Third quintile;4.5;17.3;49.2;14.8;14.3;2
2593;From 45 to 54 years;Lithuania;Males;Second quintile;1.7;39.2;44.2;3.6;11.3;2
2600;From 45 to 54 years;Luxembourg;Females;Fifth quintile;8.2;14.9;59.9;6.6;10.3;2
2601;From 45 to 54 years;Luxembourg;Females;First quintile;5.6;22.1;33.5;9.1;29.7;2
2602;From 45 to 54 years;Luxembourg;Females;Fourth quintile;2.3;19.0;56.1;0.0;22.6;2
2604;From 45 to 54 years;Luxembourg;Females;Third quintile;5.8;32.2;43.5;4.1;14.3;2
2610;From 45 to 54 years;Luxembourg;Males;Fifth quintile;9.2;10.9;67.6;3.1;9.2;2
2611;From 45 to 54 years;Luxembourg;Males;First quintile;19.6;10.9;37.0;17.3;15.2;2
2612;From 45 to 54 years;Luxembourg;Males;Fourth quintile;3.7;20.4;66.6;5.6;3.7;2
2613;From 45 to 54 years;Luxembourg;Males;Second quintile;17.5;19.2;42.7;3.3;17.4;2
2614;From 45 to 54 years;Luxembourg;Males;Third quintile;15.5;13.8;53.5;6.9;10.4;2
2622;From 45 to 54 years;Malta;Females;Fourth quintile;1.7;24.8;33.5;11.7;28.3;2
2630;From 45 to 54 years;Malta;Males;Fifth quintile;9.0;16.5;42.4;14.0;18.0;2
2632;From 45 to 54 years;Malta;Males;Fourth quintile;20.1;21.8;32.8;8.8;16.5;2
2633;From 45 to 54 years;Malta;Males;Second quintile;9.8;21.7;38.9;16.2;13.5;2
2634;From 45 to 54 years;Malta;Males;Third quintile;11.0;28.0;43.2;6.0;11.8;2
2660;From 45 to 54 years;Norway;Males;Fifth quintile;2.7;44.8;48.8;0.0;3.6;2
2662;From 45 to 54 years;Norway;Males;Fourth quintile;3.1;40.8;50.1;0.0;6.0;2
2690;From 45 to 54 years;Portugal;Females;Fifth quintile;7.7;20.4;30.4;15.9;25.6;2
2721;From 45 to 54 years;Romania;Males;First quintile;20.7;29.0;31.9;4.8;13.5;2
2722;From 45 to 54 years;Romania;Males;Fourth quintile;7.1;33.5;36.3;10.2;12.9;2
2723;From 45 to 54 years;Romania;Males;Second quintile;7.6;30.8;40.0;3.8;17.7;2
2724;From 45 to 54 years;Romania;Males;Third quintile;13.5;30.2;31.8;8.1;16.4;2
2753;From 45 to 54 years;Slovakia;Males;Second quintile;3.4;26.0;35.1;19.2;16.4;2
2770;From 45 to 54 years;Slovenia;Males;Fifth quintile;14.0;17.3;47.1;7.9;13.7;2
2771;From 45 to 54 years;Slovenia;Males;First quintile;27.0;19.5;31.6;4.4;17.4;2
2772;From 45 to 54 years;Slovenia;Males;Fourth quintile;5.4;30.8;40.9;7.5;15.3;2
2773;From 45 to 54 years;Slovenia;Males;Second quintile;11.3;17.9;43.1;10.8;16.9;2
2774;From 45 to 54 years;Slovenia;Males;Third quintile;14.0;18.5;34.5;19.2;13.8;2
2780;From 45 to 54 years;Spain;Females;Fifth quintile;11.2;21.6;32.9;11.9;22.5;2
2790;From 45 to 54 years;Spain;Males;Fifth quintile;32.9;13.3;36.5;8.2;9.0;2
2792;From 45 to 54 years;Spain;Males;Fourth quintile;24.7;20.6;31.7;8.3;14.6;2
2794;From 45 to 54 years;Spain;Males;Third quintile;26.4;13.4;35.8;8.0;16.4;2
2800;From 45 to 54 years;Sweden;Females;Fifth quintile;2.0;25.6;54.4;11.2;6.8;2
2810;From 45 to 54 years;Sweden;Males;Fifth quintile;2.1;24.5;60.7;8.3;4.3;2
2812;From 45 to 54 years;Sweden;Males;Fourth quintile;3.6;28.3;48.9;11.8;7.4;2
2840;From 45 to 54 years;United Kingdom;Females;Fifth quintile;6.3;13.5;62.1;13.3;4.8;2
2842;From 45 to 54 years;United Kingdom;Females;Fourth quintile;5.2;14.4;48.8;18.5;13.0;2
2843;From 45 to 54 years;United Kingdom;Females;Second quintile;2.9;21.0;38.1;17.8;20.3;2
2844;From 45 to 54 years;United Kingdom;Females;Third quintile;6.3;12.8;45.2;18.0;17.7;2
2845;From 45 to 54 years;United Kingdom;Males;Fifth quintile;12.3;11.3;67.8;5.2;3.4;2
2846;From 45 to 54 years;United Kingdom;Males;First quintile;8.2;13.5;37.5;13.6;27.2;2
2847;From 45 to 54 years;United Kingdom;Males;Fourth quintile;8.5;16.8;62.0;6.2;6.5;2
2848;From 45 to 54 years;United Kingdom;Males;Second quintile;4.6;11.4;51.3;11.8;20.8;2
2849;From 45 to 54 years;United Kingdom;Males;Third quintile;8.8;13.6;53.4;12.0;12.1;2
2850;From 55 to 64 years;Austria;Females;Fifth quintile;8.0;34.3;37.3;10.2;10.2;2
2860;From 55 to 64 years;Austria;Males;Fifth quintile;15.8;17.8;55.0;6.4;5.0;2
2861;From 55 to 64 years;Austria;Males;First quintile;11.5;23.9;31.2;7.1;26.2;2
2862;From 55 to 64 years;Austria;Males;Fourth quintile;17.1;21.7;46.6;6.1;8.5;2
2863;From 55 to 64 years;Austria;Males;Second quintile;15.5;22.3;38.6;6.8;16.8;2
2864;From 55 to 64 years;Austria;Males;Third quintile;15.9;20.2;50.3;8.1;5.5;2
2870;From 55 to 64 years;Belgium;Females;Fifth quintile;23.3;24.3;38.2;5.4;8.8;2
2872;From 55 to 64 years;Belgium;Females;Fourth quintile;23.0;23.7;26.9;12.8;13.6;2
2874;From 55 to 64 years;Belgium;Females;Third quintile;17.4;23.0;34.4;11.5;13.7;2
2880;From 55 to 64 years;Belgium;Males;Fifth quintile;35.5;11.9;42.4;4.6;5.6;2
2883;From 55 to 64 years;Belgium;Males;Second quintile;23.5;16.0;40.3;4.3;15.9;2
2884;From 55 to 64 years;Belgium;Males;Third quintile;25.2;15.1;47.4;0.9;11.5;2
2900;From 55 to 64 years;Bulgaria;Males;Fifth quintile;24.8;19.5;33.8;8.6;13.1;2
2902;From 55 to 64 years;Bulgaria;Males;Fourth quintile;18.5;19.8;37.7;9.6;14.5;2
2920;From 55 to 64 years;Croatia;Males;Fifth quintile;23.1;21.8;31.2;1.3;22.5;2
2921;From 55 to 64 years;Croatia;Males;First quintile;19.0;20.2;34.1;3.5;23.2;2
2940;From 55 to 64 years;Cyprus;Males;Fifth quintile;13.6;29.5;35.6;5.1;16.2;2
2941;From 55 to 64 years;Cyprus;Males;First quintile;14.1;19.7;28.7;9.8;27.7;2
2950;From 55 to 64 years;Czechia;Females;Fifth quintile;7.7;28.3;34.8;20.0;9.2;2
2960;From 55 to 64 years;Czechia;Males;Fifth quintile;26.3;12.9;50.3;5.3;5.2;2
2962;From 55 to 64 years;Czechia;Males;Fourth quintile;25.1;18.7;43.8;4.9;7.4;2
2963;From 55 to 64 years;Czechia;Males;Second quintile;31.5;25.2;32.2;4.5;6.7;2
2964;From 55 to 64 years;Czechia;Males;Third quintile;18.1;25.2;44.2;1.8;10.8;2
2970;From 55 to 64 years;Denmark;Females;Fifth quintile;12.5;18.8;52.1;10.4;6.3;2
2971;From 55 to 64 years;Denmark;Females;First quintile;11.9;25.4;35.6;16.9;10.2;2
2972;From 55 to 64 years;Denmark;Females;Fourth quintile;11.3;26.1;50.4;7.8;4.3;2
2973;From 55 to 64 years;Denmark;Females;Second quintile;14.7;22.1;41.1;8.4;13.7;2
2974;From 55 to 64 years;Denmark;Females;Third quintile;14.2;21.3;33.9;16.5;14.2;2
2980;From 55 to 64 years;Denmark;Males;Fifth quintile;28.6;9.8;59.8;0.0;1.8;2
2982;From 55 to 64 years;Denmark;Males;Fourth quintile;19.8;11.7;61.3;3.6;3.6;2
2983;From 55 to 64 years;Denmark;Males;Second quintile;26.5;16.3;36.7;12.2;8.2;2
2984;From 55 to 64 years;Denmark;Males;Third quintile;21.0;19.0;53.0;3.0;4.0;2
3010;From 55 to 64 years;Finland;Females;Fifth quintile;1.4;34.1;42.8;12.5;9.2;2
3015;From 55 to 64 years;Finland;Males;Fifth quintile;6.6;21.2;59.2;5.3;7.7;2
3016;From 55 to 64 years;Finland;Males;First quintile;5.5;25.5;43.1;11.3;14.6;2
3017;From 55 to 64 years;Finland;Males;Fourth quintile;6.5;20.3;58.7;7.2;7.3;2
3018;From 55 to 64 years;Finland;Males;Second quintile;11.1;25.7;34.8;11.0;17.4;2
3019;From 55 to 64 years;Finland;Males;Third quintile;9.4;20.0;55.8;8.4;6.5;2
3030;From 55 to 64 years;Germany;Females;Fifth quintile;13.4;20.1;49.0;9.6;7.9;2
3032;From 55 to 64 years;Germany;Females;Fourth quintile;7.9;29.4;40.9;11.5;10.4;2
3034;From 55 to 64 years;Germany;Females;Third quintile;9.2;24.2;41.1;17.7;7.8;2
3040;From 55 to 64 years;Germany;Males;Fifth quintile;22.5;11.5;56.8;4.7;4.4;2
3041;From 55 to 64 years;Germany;Males;First quintile;19.2;14.5;35.4;9.2;21.8;2
3042;From 55 to 64 years;Germany;Males;Fourth quintile;21.7;15.3;51.7;5.4;5.9;2
3043;From 55 to 64 years;Germany;Males;Second quintile;20.7;17.0;43.2;7.6;11.6;2
3044;From 55 to 64 years;Germany;Males;Third quintile;15.9;17.0;43.3;7.6;16.2;2
3060;From 55 to 64 years;Greece;Males;Fifth quintile;20.9;19.9;43.2;3.2;12.9;2
3061;From 55 to 64 years;Greece;Males;First quintile;21.1;23.4;28.7;5.4;21.3;2
3062;From 55 to 64 years;Greece;Males;Fourth quintile;20.1;18.0;42.6;9.4;9.9;2
3063;From 55 to 64 years;Greece;Males;Second quintile;16.7;24.6;26.3;6.1;26.2;2
3080;From 55 to 64 years;Hungary;Males;Fifth quintile;14.8;21.1;43.9;8.4;11.7;2
3082;From 55 to 64 years;Hungary;Males;Fourth quintile;18.7;25.1;32.6;14.8;8.9;2
3100;From 55 to 64 years;Iceland;Males;Fifth quintile;1.2;39.0;51.0;4.0;4.8;2
3102;From 55 to 64 years;Iceland;Males;Fourth quintile;0.0;36.1;42.7;10.9;10.3;2
3104;From 55 to 64 years;Iceland;Males;Third quintile;0.0;27.8;37.3;12.8;22.1;2
3110;From 55 to 64 years;Ireland;Females;Fifth quintile;2.3;21.4;46.2;13.1;17.1;2
3111;From 55 to 64 years;Ireland;Females;First quintile;3.9;20.1;46.1;8.8;21.2;2
3112;From 55 to 64 years;Ireland;Females;Fourth quintile;2.2;20.5;46.3;5.6;25.3;2
3113;From 55 to 64 years;Ireland;Females;Second quintile;1.0;23.8;35.9;12.5;26.8;2
3114;From 55 to 64 years;Ireland;Females;Third quintile;2.0;24.1;44.5;8.0;21.4;2
3120;From 55 to 64 years;Ireland;Males;Fifth quintile;4.5;13.9;58.3;9.8;13.5;2
3121;From 55 to 64 years;Ireland;Males;First quintile;5.9;17.6;52.0;5.5;19.0;2
3122;From 55 to 64 years;Ireland;Males;Fourth quintile;3.3;18.1;50.6;9.9;18.0;2
3123;From 55 to 64 years;Ireland;Males;Second quintile;4.3;21.4;50.9;2.6;20.9;2
3124;From 55 to 64 years;Ireland;Males;Third quintile;1.7;18.3;51.5;8.6;19.9;2
3170;From 55 to 64 years;Luxembourg;Females;Fifth quintile;15.3;3.8;65.0;10.2;5.7;2
3172;From 55 to 64 years;Luxembourg;Females;Fourth quintile;4.9;26.3;43.6;9.4;15.9;2
3174;From 55 to 64 years;Luxembourg;Females;Third quintile;13.5;15.1;42.2;10.8;18.5;2
3180;From 55 to 64 years;Luxembourg;Males;Fifth quintile;28.8;12.6;54.8;1.9;1.9;2
3181;From 55 to 64 years;Luxembourg;Males;First quintile;22.3;25.5;34.3;7.8;10.2;2
3182;From 55 to 64 years;Luxembourg;Males;Fourth quintile;20.6;6.5;56.5;0.0;16.4;2
3183;From 55 to 64 years;Luxembourg;Males;Second quintile;26.1;18.8;38.5;3.7;13.0;2
3184;From 55 to 64 years;Luxembourg;Males;Third quintile;12.0;15.5;64.0;0.0;8.5;2
3203;From 55 to 64 years;Malta;Males;Second quintile;21.5;16.2;31.8;11.4;19.1;2
3204;From 55 to 64 years;Malta;Males;Third quintile;9.8;27.2;38.3;8.6;16.2;2
3220;From 55 to 64 years;Norway;Females;Fifth quintile;3.4;39.7;48.1;0.0;8.8;2
3230;From 55 to 64 years;Norway;Males;Fifth quintile;2.1;32.5;62.1;0.0;3.2;2
3232;From 55 to 64 years;Norway;Males;Fourth quintile;4.7;38.0;50.1;0.0;7.2;2
3234;From 55 to 64 years;Norway;Males;Third quintile;4.0;37.8;44.0;0.0;14.1;2
3291;From 55 to 64 years;Romania;Males;First quintile;10.4;25.4;36.1;6.1;22.1;2
3293;From 55 to 64 years;Romania;Males;Second quintile;10.6;28.1;31.6;6.2;23.5;2
3294;From 55 to 64 years;Romania;Males;Third quintile;10.8;29.1;32.3;7.4;20.4;2
3322;From 55 to 64 years;Slovakia;Males;Fourth quintile;14.8;25.6;30.2;16.1;13.3;2
3323;From 55 to 64 years;Slovakia;Males;Second quintile;8.5;25.6;32.4;10.9;22.6;2
3324;From 55 to 64 years;Slovakia;Males;Third quintile;11.2;26.0;32.4;13.2;17.1;2
3340;From 55 to 64 years;Slovenia;Males;Fifth quintile;17.7;22.4;46.0;3.0;10.9;2
3342;From 55 to 64 years;Slovenia;Males;Fourth quintile;16.6;13.7;47.5;8.4;13.8;2
3343;From 55 to 64 years;Slovenia;Males;Second quintile;23.2;12.8;33.0;7.8;23.2;2
3344;From 55 to 64 years;Slovenia;Males;Third quintile;18.8;23.4;39.2;6.2;12.3;2
3350;From 55 to 64 years;Spain;Females;Fifth quintile;17.8;16.2;29.9;13.2;22.9;2
3370;From 55 to 64 years;Sweden;Females;Fifth quintile;3.4;18.7;65.3;11.1;1.4;2
3371;From 55 to 64 years;Sweden;Females;First quintile;0.0;18.4;40.2;0.0;41.4;2
3372;From 55 to 64 years;Sweden;Females;Fourth quintile;0.0;20.2;50.7;19.8;9.4;2
3374;From 55 to 64 years;Sweden;Females;Third quintile;0.0;26.8;42.9;15.9;14.4;2
3380;From 55 to 64 years;Sweden;Males;Fifth quintile;5.2;22.6;61.2;6.0;5.1;2
3382;From 55 to 64 years;Sweden;Males;Fourth quintile;1.9;17.0;61.4;11.8;8.0;2
3383;From 55 to 64 years;Sweden;Males;Second quintile;6.9;24.3;35.7;8.0;25.1;2
3384;From 55 to 64 years;Sweden;Males;Third quintile;2.5;23.3;45.4;11.5;17.3;2
3410;From 55 to 64 years;United Kingdom;Females;Fifth quintile;11.0;13.3;59.2;10.4;6.1;2
3412;From 55 to 64 years;United Kingdom;Females;Fourth quintile;7.5;17.5;49.9;14.8;10.3;2
3413;From 55 to 64 years;United Kingdom;Females;Second quintile;6.2;15.0;38.7;20.6;19.5;2
3414;From 55 to 64 years;United Kingdom;Females;Third quintile;5.3;13.5;46.3;16.6;18.3;2
3415;From 55 to 64 years;United Kingdom;Males;Fifth quintile;13.4;6.1;69.8;5.7;5.0;2
3416;From 55 to 64 years;United Kingdom;Males;First quintile;13.3;14.7;40.0;12.0;20.0;2
3417;From 55 to 64 years;United Kingdom;Males;Fourth quintile;15.2;10.6;63.4;6.2;4.6;2
3418;From 55 to 64 years;United Kingdom;Males;Second quintile;16.5;13.3;45.5;10.3;14.5;2
3419;From 55 to 64 years;United Kingdom;Males;Third quintile;12.1;14.8;53.0;8.2;11.9;2
3420;From 65 to 74 years;Austria;Females;Fifth quintile;15.9;21.2;36.0;8.6;18.2;2
3430;From 65 to 74 years;Austria;Males;Fifth quintile;23.0;13.7;48.1;6.5;8.7;2
3431;From 65 to 74 years;Austria;Males;First quintile;25.7;15.9;35.4;4.6;18.5;2
3432;From 65 to 74 years;Austria;Males;Fourth quintile;31.3;14.4;41.0;2.6;10.7;2
3433;From 65 to 74 years;Austria;Males;Second quintile;14.1;21.9;36.9;3.8;23.3;2
3434;From 65 to 74 years;Austria;Males;Third quintile;26.4;20.4;38.8;1.3;13.1;2
3440;From 65 to 74 years;Belgium;Females;Fifth quintile;22.9;12.9;34.1;11.7;18.5;2
3442;From 65 to 74 years;Belgium;Females;Fourth quintile;24.5;16.3;33.5;10.8;15.0;2
3444;From 65 to 74 years;Belgium;Females;Third quintile;13.3;11.5;34.2;8.3;32.7;2
3451;From 65 to 74 years;Belgium;Males;First quintile;20.6;10.7;47.1;7.5;14.2;2
3471;From 65 to 74 years;Bulgaria;Males;First quintile;15.8;24.1;25.4;9.2;25.5;2
3472;From 65 to 74 years;Bulgaria;Males;Fourth quintile;15.5;26.5;32.3;5.9;19.7;2
3474;From 65 to 74 years;Bulgaria;Males;Third quintile;19.9;28.9;29.3;5.1;16.8;2
3510;From 65 to 74 years;Cyprus;Males;Fifth quintile;20.7;27.3;33.4;3.6;15.0;2
3512;From 65 to 74 years;Cyprus;Males;Fourth quintile;19.6;31.6;34.7;2.8;11.4;2
3513;From 65 to 74 years;Cyprus;Males;Second quintile;12.2;21.9;29.3;9.0;27.6;2
3530;From 65 to 74 years;Czechia;Males;Fifth quintile;38.1;12.6;42.3;2.9;4.1;2
3532;From 65 to 74 years;Czechia;Males;Fourth quintile;29.0;14.2;36.4;8.2;12.1;2
3533;From 65 to 74 years;Czechia;Males;Second quintile;30.7;12.5;38.7;6.3;11.7;2
3534;From 65 to 74 years;Czechia;Males;Third quintile;24.7;15.4;42.6;10.8;6.5;2
3541;From 65 to 74 years;Denmark;Females;First quintile;19.4;20.6;38.1;12.3;9.7;2
3542;From 65 to 74 years;Denmark;Females;Fourth quintile;29.6;7.4;59.3;0.0;3.7;2
3543;From 65 to 74 years;Denmark;Females;Second quintile;22.8;26.3;40.4;5.3;5.3;2
3544;From 65 to 74 years;Denmark;Females;Third quintile;27.5;10.1;58.0;1.4;2.9;2
3551;From 65 to 74 years;Denmark;Males;First quintile;27.4;14.2;48.1;6.6;3.8;2
3552;From 65 to 74 years;Denmark;Males;Fourth quintile;38.6;5.3;52.6;1.8;1.8;2
3554;From 65 to 74 years;Denmark;Males;Third quintile;41.4;3.9;49.2;3.9;1.6;2
3580;From 65 to 74 years;Finland;Females;Fifth quintile;3.1;26.5;41.8;15.3;13.3;2
3585;From 65 to 74 years;Finland;Males;Fifth quintile;11.4;12.5;62.4;4.6;9.1;2
3587;From 65 to 74 years;Finland;Males;Fourth quintile;5.1;25.0;52.2;5.1;12.6;2
3588;From 65 to 74 years;Finland;Males;Second quintile;4.9;28.5;40.5;7.7;18.3;2
3600;From 65 to 74 years;Germany;Females;Fifth quintile;15.7;21.9;42.8;10.0;9.6;2
3602;From 65 to 74 years;Germany;Females;Fourth quintile;9.3;25.1;44.7;7.0;13.9;2
3604;From 65 to 74 years;Germany;Females;Third quintile;6.2;28.2;35.2;15.3;15.2;2
3610;From 65 to 74 years;Germany;Males;Fifth quintile;22.7;9.6;54.1;3.8;9.8;2
3611;From 65 to 74 years;Germany;Males;First quintile;21.1;17.5;37.6;8.1;15.6;2
3612;From 65 to 74 years;Germany;Males;Fourth quintile;27.1;12.5;47.1;4.7;8.6;2
3613;From 65 to 74 years;Germany;Males;Second quintile;22.1;16.2;41.1;7.9;12.6;2
3614;From 65 to 74 years;Germany;Males;Third quintile;20.9;16.4;47.0;8.0;7.6;2
3632;From 65 to 74 years;Greece;Males;Fourth quintile;14.9;21.5;39.7;8.1;15.8;2
3650;From 65 to 74 years;Hungary;Males;Fifth quintile;22.3;19.0;43.1;2.5;13.1;2
3672;From 65 to 74 years;Iceland;Males;Fourth quintile;4.6;27.9;37.1;17.2;13.2;2
3680;From 65 to 74 years;Ireland;Females;Fifth quintile;3.5;23.6;35.0;14.4;23.6;2
3682;From 65 to 74 years;Ireland;Females;Fourth quintile;1.9;20.3;35.9;12.2;29.7;2
3684;From 65 to 74 years;Ireland;Females;Third quintile;4.1;19.9;34.9;8.0;33.1;2
3690;From 65 to 74 years;Ireland;Males;Fifth quintile;7.7;20.5;43.4;5.0;23.4;2
3691;From 65 to 74 years;Ireland;Males;First quintile;7.7;16.7;48.9;4.1;22.6;2
3692;From 65 to 74 years;Ireland;Males;Fourth quintile;2.8;20.2;47.9;6.1;22.9;2
3693;From 65 to 74 years;Ireland;Males;Second quintile;5.1;12.5;50.9;5.3;26.2;2
3694;From 65 to 74 years;Ireland;Males;Third quintile;6.1;19.8;46.5;6.8;20.8;2
3742;From 65 to 74 years;Luxembourg;Females;Fourth quintile;24.8;5.0;55.3;0.0;14.9;2
3744;From 65 to 74 years;Luxembourg;Females;Third quintile;10.9;30.4;37.7;3.3;17.6;2
3750;From 65 to 74 years;Luxembourg;Males;Fifth quintile;36.8;7.0;49.9;0.0;6.3;2
3753;From 65 to 74 years;Luxembourg;Males;Second quintile;21.9;10.8;44.0;4.4;19.0;2
3754;From 65 to 74 years;Luxembourg;Males;Third quintile;27.9;11.0;53.7;1.8;5.5;2
3790;From 65 to 74 years;Norway;Females;Fifth quintile;4.8;19.0;65.4;0.0;10.8;2
3800;From 65 to 74 years;Norway;Males;Fifth quintile;14.0;27.7;53.0;0.0;5.3;2
3802;From 65 to 74 years;Norway;Males;Fourth quintile;7.2;32.5;47.3;0.0;13.0;2
3803;From 65 to 74 years;Norway;Males;Second quintile;6.0;38.5;36.6;0.0;19.0;2
3804;From 65 to 74 years;Norway;Males;Third quintile;6.3;31.5;46.0;0.0;16.2;2
3861;From 65 to 74 years;Romania;Males;First quintile;13.3;31.8;31.5;4.4;19.0;2
3863;From 65 to 74 years;Romania;Males;Second quintile;10.9;25.7;33.6;7.4;22.4;2
3890;From 65 to 74 years;Slovakia;Males;Fifth quintile;3.0;18.5;42.7;19.3;16.6;2
3902;From 65 to 74 years;Slovenia;Females;Fourth quintile;0.0;14.0;33.7;32.5;19.9;2
3910;From 65 to 74 years;Slovenia;Males;Fifth quintile;24.2;13.3;48.0;5.1;9.3;2
3912;From 65 to 74 years;Slovenia;Males;Fourth quintile;10.1;2.0;56.3;5.7;25.9;2
3914;From 65 to 74 years;Slovenia;Males;Third quintile;19.5;19.8;37.0;4.4;19.3;2
3940;From 65 to 74 years;Sweden;Females;Fifth quintile;8.3;27.2;55.6;6.7;2.2;2
3942;From 65 to 74 years;Sweden;Females;Fourth quintile;5.9;17.0;55.5;12.9;8.6;2
3943;From 65 to 74 years;Sweden;Females;Second quintile;3.8;21.4;36.9;16.4;21.4;2
3944;From 65 to 74 years;Sweden;Females;Third quintile;2.8;26.3;51.0;9.7;10.2;2
3950;From 65 to 74 years;Sweden;Males;Fifth quintile;12.8;14.4;63.2;6.0;3.5;2
3952;From 65 to 74 years;Sweden;Males;Fourth quintile;6.8;21.0;55.8;7.9;8.4;2
3953;From 65 to 74 years;Sweden;Males;Second quintile;10.6;19.5;30.2;16.2;23.5;2
3954;From 65 to 74 years;Sweden;Males;Third quintile;6.0;23.2;43.3;12.9;14.7;2
3980;From 65 to 74 years;United Kingdom;Females;Fifth quintile;17.0;11.5;50.8;11.9;8.8;2
3982;From 65 to 74 years;United Kingdom;Females;Fourth quintile;11.2;11.9;49.9;14.5;12.6;2
3983;From 65 to 74 years;United Kingdom;Females;Second quintile;7.7;11.6;39.0;19.5;22.2;2
3984;From 65 to 74 years;United Kingdom;Females;Third quintile;8.8;13.6;38.7;18.6;20.3;2
3985;From 65 to 74 years;United Kingdom;Males;Fifth quintile;33.1;5.8;52.0;3.8;5.2;2
3986;From 65 to 74 years;United Kingdom;Males;First quintile;10.5;11.0;38.3;15.4;24.8;2
3987;From 65 to 74 years;United Kingdom;Males;Fourth quintile;21.5;9.9;54.7;4.9;8.9;2
3988;From 65 to 74 years;United Kingdom;Males;Second quintile;10.1;16.6;49.3;10.9;13.1;2
3989;From 65 to 74 years;United Kingdom;Males;Third quintile;14.5;16.7;53.7;7.9;7.1;2
