;age;geo;sex;isced11;Every day;Every month;Every week;Less than once a month;Never or not in the last 12 months;clusters
1310;From 35 to 44 years;Slovakia;Males;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);6.3;37.9;27.0;17.3;11.4;3
1315;From 35 to 44 years;Slovenia;Females;Tertiary education (levels 5-8);1.4;36.8;24.1;25.6;12.2;3
1327;From 35 to 44 years;Spain;Females;Tertiary education (levels 5-8);4.1;25.9;25.9;17.7;26.4;3
1340;From 35 to 44 years;Sweden;Females;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);0.6;31.8;29.5;24.9;13.1;3
1369;From 45 to 54 years;Austria;Females;Tertiary education (levels 5-8);3.0;35.1;36.4;14.2;11.3;3
1370;From 45 to 54 years;Austria;Females;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);2.3;37.7;26.8;17.6;15.6;3
1380;From 45 to 54 years;Belgium;Females;Less than primary, primary and lower secondary education (levels 0-2);4.0;34.6;22.7;14.7;24.0;3
1393;From 45 to 54 years;Bulgaria;Females;Tertiary education (levels 5-8);7.0;33.0;17.9;18.2;24.0;3
1411;From 45 to 54 years;Croatia;Males;Tertiary education (levels 5-8);15.6;29.0;23.7;7.2;24.5;3
1430;From 45 to 54 years;Czechia;Females;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);2.6;38.2;27.6;21.7;10.0;3
1440;From 45 to 54 years;Denmark;Females;Less than primary, primary and lower secondary education (levels 0-2);8.7;26.1;28.3;15.2;21.7;3
1442;From 45 to 54 years;Denmark;Females;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);3.8;29.2;34.9;20.8;11.3;3
1453;From 45 to 54 years;Estonia;Females;Tertiary education (levels 5-8);0.0;37.6;15.3;36.8;10.3;3
1454;From 45 to 54 years;Estonia;Females;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);0.6;31.3;9.8;39.7;18.6;3
1458;From 45 to 54 years;Estonia;Males;Less than primary, primary and lower secondary education (levels 0-2);2.4;27.7;22.1;27.1;20.8;3
1459;From 45 to 54 years;Estonia;Males;Tertiary education (levels 5-8);6.5;37.2;35.8;17.9;2.7;3
1460;From 45 to 54 years;Estonia;Males;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);5.5;29.9;30.5;24.1;10.0;3
1464;From 45 to 54 years;Finland;Females;Less than primary, primary and lower secondary education (levels 0-2);0.0;33.6;33.2;18.3;14.8;3
1466;From 45 to 54 years;Finland;Females;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);2.8;29.9;39.2;18.3;9.9;3
1467;From 45 to 54 years;Finland;Males;Less than primary, primary and lower secondary education (levels 0-2);4.2;29.1;34.0;18.2;14.4;3
1476;From 45 to 54 years;Germany;Females;Less than primary, primary and lower secondary education (levels 0-2);3.8;24.3;29.5;20.9;21.4;3
1478;From 45 to 54 years;Germany;Females;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);5.5;30.0;37.1;18.7;8.7;3
1489;From 45 to 54 years;Greece;Females;Tertiary education (levels 5-8);1.4;26.7;26.5;18.6;26.7;3
1496;From 45 to 54 years;Greece;Males;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);9.0;33.1;30.0;7.6;20.3;3
1501;From 45 to 54 years;Hungary;Females;Tertiary education (levels 5-8);3.1;29.1;19.7;29.6;18.5;3
1507;From 45 to 54 years;Hungary;Males;Tertiary education (levels 5-8);10.4;31.5;26.1;20.4;11.6;3
1508;From 45 to 54 years;Hungary;Males;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);13.4;27.9;28.0;14.4;16.3;3
1512;From 45 to 54 years;Iceland;Females;Less than primary, primary and lower secondary education (levels 0-2);0.0;40.6;11.7;28.7;19.0;3
1513;From 45 to 54 years;Iceland;Females;Tertiary education (levels 5-8);0.0;34.8;34.8;20.4;9.9;3
1514;From 45 to 54 years;Iceland;Females;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);0.0;50.4;13.0;27.0;9.6;3
1518;From 45 to 54 years;Iceland;Males;Less than primary, primary and lower secondary education (levels 0-2);2.1;45.6;15.7;17.1;19.4;3
1519;From 45 to 54 years;Iceland;Males;Tertiary education (levels 5-8);2.5;44.8;38.0;8.9;5.8;3
1520;From 45 to 54 years;Iceland;Males;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);0.0;46.1;28.9;17.0;8.1;3
1524;From 45 to 54 years;Ireland;Females;Less than primary, primary and lower secondary education (levels 0-2);0.0;24.6;32.0;13.8;29.7;3
1537;From 45 to 54 years;Latvia;Females;Tertiary education (levels 5-8);0.0;40.0;16.7;32.2;11.1;3
1538;From 45 to 54 years;Latvia;Females;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);0.7;34.7;4.7;41.1;18.7;3
1542;From 45 to 54 years;Latvia;Males;Less than primary, primary and lower secondary education (levels 0-2);0.0;32.1;26.2;16.0;25.7;3
1543;From 45 to 54 years;Latvia;Males;Tertiary education (levels 5-8);3.2;39.3;30.2;20.1;7.2;3
1544;From 45 to 54 years;Latvia;Males;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);2.2;42.9;22.4;19.2;13.3;3
1549;From 45 to 54 years;Lithuania;Females;Tertiary education (levels 5-8);0.0;45.1;9.3;33.7;11.9;3
1550;From 45 to 54 years;Lithuania;Females;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);0.0;45.5;6.0;33.4;15.1;3
1555;From 45 to 54 years;Lithuania;Males;Tertiary education (levels 5-8);1.4;56.4;19.6;12.6;10.0;3
1556;From 45 to 54 years;Lithuania;Males;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);1.7;46.4;32.1;10.1;9.7;3
1574;From 45 to 54 years;Malta;Females;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);7.1;30.6;28.2;14.3;19.9;3
1590;From 45 to 54 years;Norway;Females;Less than primary, primary and lower secondary education (levels 0-2);1.1;57.1;25.2;0.0;16.6;3
1591;From 45 to 54 years;Norway;Females;Tertiary education (levels 5-8);0.6;48.1;40.0;0.0;11.3;3
1592;From 45 to 54 years;Norway;Females;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);0.8;59.0;26.4;0.0;13.8;3
1596;From 45 to 54 years;Norway;Males;Less than primary, primary and lower secondary education (levels 0-2);1.6;50.6;33.7;0.0;14.1;3
1598;From 45 to 54 years;Norway;Males;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);0.8;51.9;37.8;0.0;9.4;3
1603;From 45 to 54 years;Poland;Females;Tertiary education (levels 5-8);1.0;37.7;12.8;34.1;14.4;3
1608;From 45 to 54 years;Poland;Males;Less than primary, primary and lower secondary education (levels 0-2);11.1;35.2;17.2;20.2;16.3;3
1609;From 45 to 54 years;Poland;Males;Tertiary education (levels 5-8);3.2;30.0;35.6;21.8;9.3;3
1610;From 45 to 54 years;Poland;Males;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);4.6;37.3;26.7;20.4;11.1;3
1633;From 45 to 54 years;Romania;Males;Tertiary education (levels 5-8);9.2;40.2;28.4;8.5;13.8;3
1650;From 45 to 54 years;Slovakia;Males;Less than primary, primary and lower secondary education (levels 0-2);4.6;26.8;33.3;13.6;21.7;3
1651;From 45 to 54 years;Slovakia;Males;Tertiary education (levels 5-8);5.2;38.7;17.6;27.8;10.7;3
1652;From 45 to 54 years;Slovakia;Males;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);5.7;32.0;33.6;15.8;13.0;3
1657;From 45 to 54 years;Slovenia;Females;Tertiary education (levels 5-8);5.7;31.0;27.2;20.6;15.5;3
1658;From 45 to 54 years;Slovenia;Females;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);2.3;33.5;17.3;24.1;22.8;3
1682;From 45 to 54 years;Sweden;Females;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);0.4;30.9;38.7;18.3;11.5;3
1686;From 45 to 54 years;Sweden;Males;Less than primary, primary and lower secondary education (levels 0-2);2.2;31.8;35.9;9.5;20.6;3
1710;From 55 to 64 years;Austria;Females;Less than primary, primary and lower secondary education (levels 0-2);2.9;33.6;18.1;16.4;29.0;3
1712;From 55 to 64 years;Austria;Females;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);3.6;36.1;26.1;14.8;19.5;3
1771;From 55 to 64 years;Czechia;Females;Tertiary education (levels 5-8);6.4;35.5;27.7;21.4;9.1;3
1772;From 55 to 64 years;Czechia;Females;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);4.9;27.6;24.4;27.0;16.2;3
1795;From 55 to 64 years;Estonia;Females;Tertiary education (levels 5-8);0.0;32.6;5.8;46.3;15.4;3
1800;From 55 to 64 years;Estonia;Males;Less than primary, primary and lower secondary education (levels 0-2);7.3;33.4;25.2;19.9;14.3;3
1801;From 55 to 64 years;Estonia;Males;Tertiary education (levels 5-8);2.1;30.9;34.8;24.0;8.3;3
1802;From 55 to 64 years;Estonia;Males;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);8.4;26.9;22.2;27.0;15.6;3
1806;From 55 to 64 years;Finland;Females;Less than primary, primary and lower secondary education (levels 0-2);2.6;30.6;24.7;19.7;22.3;3
1808;From 55 to 64 years;Finland;Females;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);1.8;27.3;33.1;24.2;13.6;3
1818;From 55 to 64 years;Germany;Females;Less than primary, primary and lower secondary education (levels 0-2);7.6;27.5;28.7;16.4;19.7;3
1843;From 55 to 64 years;Hungary;Females;Tertiary education (levels 5-8);3.6;37.2;13.9;21.2;24.1;3
1855;From 55 to 64 years;Iceland;Females;Tertiary education (levels 5-8);1.0;42.0;32.2;10.3;14.5;3
1856;From 55 to 64 years;Iceland;Females;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);0.0;47.7;9.5;27.8;15.0;3
1860;From 55 to 64 years;Iceland;Males;Less than primary, primary and lower secondary education (levels 0-2);0.0;44.4;22.8;11.4;21.5;3
1862;From 55 to 64 years;Iceland;Males;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);1.2;38.6;36.8;14.2;9.2;3
1879;From 55 to 64 years;Latvia;Females;Tertiary education (levels 5-8);2.3;37.3;10.4;37.5;12.4;3
1884;From 55 to 64 years;Latvia;Males;Less than primary, primary and lower secondary education (levels 0-2);5.0;22.4;26.0;28.4;18.3;3
1885;From 55 to 64 years;Latvia;Males;Tertiary education (levels 5-8);1.7;39.6;26.6;17.6;14.5;3
1886;From 55 to 64 years;Latvia;Males;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);3.1;38.8;18.6;20.8;18.6;3
1891;From 55 to 64 years;Lithuania;Females;Tertiary education (levels 5-8);1.3;40.9;5.3;39.9;12.6;3
1896;From 55 to 64 years;Lithuania;Males;Less than primary, primary and lower secondary education (levels 0-2);0.0;26.9;37.7;19.8;15.6;3
1897;From 55 to 64 years;Lithuania;Males;Tertiary education (levels 5-8);1.4;50.1;23.6;16.2;8.6;3
1898;From 55 to 64 years;Lithuania;Males;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);2.4;48.8;21.0;13.0;14.7;3
1922;From 55 to 64 years;Malta;Males;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);13.5;31.4;26.1;13.5;15.5;3
1932;From 55 to 64 years;Norway;Females;Less than primary, primary and lower secondary education (levels 0-2);0.0;52.7;25.5;0.0;21.8;3
1934;From 55 to 64 years;Norway;Females;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);2.9;46.4;35.1;0.0;15.5;3
1950;From 55 to 64 years;Poland;Males;Less than primary, primary and lower secondary education (levels 0-2);6.9;33.3;20.9;18.5;20.4;3
1951;From 55 to 64 years;Poland;Males;Tertiary education (levels 5-8);5.5;32.3;27.6;23.4;11.2;3
1952;From 55 to 64 years;Poland;Males;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);4.7;35.0;22.3;23.0;15.1;3
1975;From 55 to 64 years;Romania;Males;Tertiary education (levels 5-8);4.9;37.6;19.0;7.0;31.5;3
1976;From 55 to 64 years;Romania;Males;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);8.6;32.3;30.5;7.1;21.4;3
1987;From 55 to 64 years;Slovakia;Females;Tertiary education (levels 5-8);1.3;37.1;13.3;26.8;21.5;3
1994;From 55 to 64 years;Slovakia;Males;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);11.2;26.2;27.9;14.2;20.5;3
1999;From 55 to 64 years;Slovenia;Females;Tertiary education (levels 5-8);8.2;34.4;18.9;21.9;16.6;3
2022;From 55 to 64 years;Sweden;Females;Less than primary, primary and lower secondary education (levels 0-2);1.1;29.0;25.6;19.4;24.9;3
2054;From 65 to 74 years;Austria;Females;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);9.5;34.2;24.7;12.1;19.6;3
2108;From 65 to 74 years;Cyprus;Males;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);17.7;32.2;19.5;7.9;22.6;3
2113;From 65 to 74 years;Czechia;Females;Tertiary education (levels 5-8);8.3;23.6;23.2;30.8;14.1;3
2142;From 65 to 74 years;Estonia;Males;Less than primary, primary and lower secondary education (levels 0-2);7.5;28.7;17.2;26.5;20.1;3
2143;From 65 to 74 years;Estonia;Males;Tertiary education (levels 5-8);6.0;35.2;20.4;19.9;18.5;3
2144;From 65 to 74 years;Estonia;Males;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);6.3;35.1;14.3;28.5;15.9;3
2150;From 65 to 74 years;Finland;Females;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);0.5;30.6;21.3;21.2;26.3;3
2151;From 65 to 74 years;Finland;Males;Less than primary, primary and lower secondary education (levels 0-2);2.2;31.0;33.6;10.1;23.2;3
2153;From 65 to 74 years;Finland;Males;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);0.7;33.2;39.2;8.7;18.1;3
2160;From 65 to 74 years;Germany;Females;Less than primary, primary and lower secondary education (levels 0-2);4.8;29.8;29.4;11.7;24.4;3
2179;From 65 to 74 years;Greece;Males;Tertiary education (levels 5-8);20.6;27.9;22.5;20.5;8.5;3
2197;From 65 to 74 years;Iceland;Females;Tertiary education (levels 5-8);4.7;39.6;19.1;24.1;12.6;3
2198;From 65 to 74 years;Iceland;Females;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);0.0;38.0;19.3;20.2;22.5;3
2202;From 65 to 74 years;Iceland;Males;Less than primary, primary and lower secondary education (levels 0-2);0.0;39.1;22.3;16.1;22.4;3
2204;From 65 to 74 years;Iceland;Males;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);3.3;34.5;28.3;12.8;21.1;3
2226;From 65 to 74 years;Latvia;Males;Less than primary, primary and lower secondary education (levels 0-2);4.9;34.9;10.7;30.0;19.4;3
2227;From 65 to 74 years;Latvia;Males;Tertiary education (levels 5-8);8.5;33.6;11.1;31.1;15.8;3
2228;From 65 to 74 years;Latvia;Males;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);4.4;33.1;14.6;29.4;18.5;3
2238;From 65 to 74 years;Lithuania;Males;Less than primary, primary and lower secondary education (levels 0-2);3.1;28.7;18.0;28.3;21.9;3
2240;From 65 to 74 years;Lithuania;Males;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);0.0;37.4;13.4;22.3;27.0;3
2274;From 65 to 74 years;Norway;Females;Less than primary, primary and lower secondary education (levels 0-2);2.0;46.5;26.2;0.0;25.3;3
2276;From 65 to 74 years;Norway;Females;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);2.5;42.5;34.6;0.0;20.3;3
2280;From 65 to 74 years;Norway;Males;Less than primary, primary and lower secondary education (levels 0-2);1.7;43.2;42.0;0.0;13.1;3
2293;From 65 to 74 years;Poland;Males;Tertiary education (levels 5-8);4.1;34.0;19.4;25.8;16.8;3
2318;From 65 to 74 years;Romania;Males;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);10.0;31.8;22.7;7.1;28.4;3
2335;From 65 to 74 years;Slovakia;Males;Tertiary education (levels 5-8);2.6;24.1;26.2;28.1;19.0;3
2342;From 65 to 74 years;Slovenia;Females;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);6.2;25.4;22.9;22.7;22.9;3
